,id,action_time,user_id,content_type_id,object_id,object_repr,action_flag,change_message
154,72,2022-04-11 18:06:04.908365+00:00,1,28,80,RC-00000005^2022-02-05_Granos y Proteinas S.A.S._11100505_Mensualidad Arriendo Inmueble^2022-01-31_K1B-30-16^2022-01-31,3,
155,71,2022-04-11 18:06:04.890991+00:00,1,28,81,RC-00000005^2022-02-05_Granos y Proteinas S.A.S._13802005_Mensualidad Arriendo Inmueble^2022-01-31_K1B-30-16^2022-01-31,3,
156,70,2022-04-11 18:06:04.881047+00:00,1,28,82,RC-00000005^2022-02-05_Granos y Proteinas S.A.S._13802010_Mensualidad Arriendo Inmueble^2022-01-31_K1B-30-16^2022-01-31,3,
157,69,2022-04-11 18:06:04.870624+00:00,1,28,83,RC-00000005^2022-02-05_Granos y Proteinas S.A.S._913005_Mensualidad Arriendo Inmueble^2022-01-31_K1B-30-16^2022-01-31,3,
158,68,2022-04-11 18:06:04.860482+00:00,1,28,84,RC-00000005^2022-02-05_Granos y Proteinas S.A.S._28150505_Mensualidad Arriendo Inmueble^2022-01-31_K1B-30-16^2022-01-31,3,
159,67,2022-04-11 18:06:04.849231+00:00,1,28,85,RC-00000005^2022-02-05_Granos y Proteinas S.A.S._839530_Mensualidad Arriendo Inmueble^2022-01-31_K1B-30-16^2022-01-31,3,
160,66,2022-04-11 18:06:04.838428+00:00,1,28,86,RC-00000005^2022-02-05_Granos y Proteinas S.A.S._93950505_Mensualidad Arriendo Inmueble^2022-01-31_K1B-30-16^2022-01-31,3,
161,65,2022-04-11 18:06:04.821115+00:00,1,28,87,RC-00000006^2022-02-10_Productos de Caucho y Lona S.A.S._11100505_Mensualidad Arriendo Inmueble^2022-01-10_C18-1N-33^2022-01-01,3,
162,64,2022-04-11 18:06:04.804429+00:00,1,28,88,RC-00000006^2022-02-10_Productos de Caucho y Lona S.A.S._13802005_Mensualidad Arriendo Inmueble^2022-01-10_C18-1N-33^2022-01-01,3,
163,63,2022-04-11 18:06:04.793456+00:00,1,28,89,RC-00000006^2022-02-10_Productos de Caucho y Lona S.A.S._13802010_Mensualidad Arriendo Inmueble^2022-01-10_C18-1N-33^2022-01-01,3,
164,62,2022-04-11 18:06:04.768759+00:00,1,28,90,RC-00000006^2022-02-10_Productos de Caucho y Lona S.A.S._913005_Mensualidad Arriendo Inmueble^2022-01-10_C18-1N-33^2022-01-01,3,
165,61,2022-04-11 18:06:04.757714+00:00,1,28,91,RC-00000006^2022-02-10_Productos de Caucho y Lona S.A.S._28150505_Mensualidad Arriendo Inmueble^2022-01-10_C18-1N-33^2022-01-01,3,
166,60,2022-04-11 18:06:04.740598+00:00,1,28,92,"RC-00000007^2022-02-10_Nuñez Florez, Pedro_11100505_Mensualidad Arriendo Inmueble^2022-02-05_A6N-13N-62-S110^2022-01-30",3,
167,59,2022-04-11 18:06:04.720929+00:00,1,28,93,"RC-00000007^2022-02-10_Nuñez Florez, Pedro_13802005_Mensualidad Arriendo Inmueble^2022-02-05_A6N-13N-62-S110^2022-01-30",3,
168,58,2022-04-11 18:06:04.710293+00:00,1,28,94,"RC-00000007^2022-02-10_Nuñez Florez, Pedro_913005_Mensualidad Arriendo Inmueble^2022-02-05_A6N-13N-62-S110^2022-01-30",3,
169,57,2022-04-11 18:06:04.692955+00:00,1,28,95,"RC-00000007^2022-02-10_Nuñez Florez, Pedro_28150505_Mensualidad Arriendo Inmueble^2022-02-05_A6N-13N-62-S110^2022-01-30",3,
170,56,2022-04-11 18:06:04.681180+00:00,1,28,96,RC-00000008^2022-02-20_Actividades Textiles S.A.S._11100505_Mensualidad Arriendo Inmueble^2022-02-01_K2C-30-15-B3^2022-01-01,3,
171,55,2022-04-11 18:06:04.668218+00:00,1,28,97,RC-00000008^2022-02-20_Actividades Textiles S.A.S._13802005_Mensualidad Arriendo Inmueble^2022-02-01_K2C-30-15-B3^2022-01-01,3,
172,54,2022-04-11 18:06:04.657193+00:00,1,28,98,RC-00000008^2022-02-20_Actividades Textiles S.A.S._13802010_Mensualidad Arriendo Inmueble^2022-02-01_K2C-30-15-B3^2022-01-01,3,
173,53,2022-04-11 18:06:04.639184+00:00,1,28,99,RC-00000008^2022-02-20_Actividades Textiles S.A.S._913005_Mensualidad Arriendo Inmueble^2022-02-01_K2C-30-15-B3^2022-01-01,3,
174,52,2022-04-11 18:06:04.627886+00:00,1,28,100,RC-00000008^2022-02-20_Actividades Textiles S.A.S._28150505_Mensualidad Arriendo Inmueble^2022-02-01_K2C-30-15-B3^2022-01-01,3,
175,51,2022-04-11 18:06:04.616509+00:00,1,28,101,RC-00000009^2022-02-20_Asoboce S.A.S._11100505_Mensualidad Arriendo Inmueble^2022-02-15_C31-1B-64^2022-01-15,3,
176,50,2022-04-11 18:06:04.593904+00:00,1,28,102,RC-00000009^2022-02-20_Asoboce S.A.S._13802005_Mensualidad Arriendo Inmueble^2022-02-15_C31-1B-64^2022-01-15,3,
177,49,2022-04-11 18:06:04.582903+00:00,1,28,103,RC-00000009^2022-02-20_Asoboce S.A.S._13802010_Mensualidad Arriendo Inmueble^2022-02-15_C31-1B-64^2022-01-15,3,
178,48,2022-04-11 18:06:04.565009+00:00,1,28,104,RC-00000009^2022-02-20_Asoboce S.A.S._913005_Mensualidad Arriendo Inmueble^2022-02-15_C31-1B-64^2022-01-15,3,
179,47,2022-04-11 18:06:04.554225+00:00,1,28,105,RC-00000009^2022-02-20_Asoboce S.A.S._28150505_Mensualidad Arriendo Inmueble^2022-02-15_C31-1B-64^2022-01-15,3,
180,46,2022-04-11 18:06:04.543308+00:00,1,28,106,RC-00000009^2022-02-20_Asoboce S.A.S._839530_Mensualidad Arriendo Inmueble^2022-02-15_C31-1B-64^2022-01-15,3,
181,45,2022-04-11 18:06:04.531715+00:00,1,28,107,RC-00000009^2022-02-20_Asoboce S.A.S._93950505_Mensualidad Arriendo Inmueble^2022-02-15_C31-1B-64^2022-01-15,3,
182,44,2022-04-11 18:06:04.514487+00:00,1,28,108,RC-00000010^2022-03-05_Granos y Proteinas S.A.S._11100505_Mensualidad Arriendo Inmueble^2022-02-28_K1B-30-16^2022-01-31,3,
183,43,2022-04-11 18:06:04.497038+00:00,1,28,109,RC-00000010^2022-03-05_Granos y Proteinas S.A.S._13802005_Mensualidad Arriendo Inmueble^2022-02-28_K1B-30-16^2022-01-31,3,
184,42,2022-04-11 18:06:04.486779+00:00,1,28,110,RC-00000010^2022-03-05_Granos y Proteinas S.A.S._13802010_Mensualidad Arriendo Inmueble^2022-02-28_K1B-30-16^2022-01-31,3,
185,41,2022-04-11 18:06:04.476340+00:00,1,28,111,RC-00000010^2022-03-05_Granos y Proteinas S.A.S._913005_Mensualidad Arriendo Inmueble^2022-02-28_K1B-30-16^2022-01-31,3,
186,40,2022-04-11 18:06:04.465453+00:00,1,28,112,RC-00000010^2022-03-05_Granos y Proteinas S.A.S._28150505_Mensualidad Arriendo Inmueble^2022-02-28_K1B-30-16^2022-01-31,3,
187,39,2022-04-11 18:06:04.454848+00:00,1,28,113,RC-00000010^2022-03-05_Granos y Proteinas S.A.S._839530_Mensualidad Arriendo Inmueble^2022-02-28_K1B-30-16^2022-01-31,3,
188,38,2022-04-11 18:06:04.444167+00:00,1,28,114,RC-00000010^2022-03-05_Granos y Proteinas S.A.S._93950505_Mensualidad Arriendo Inmueble^2022-02-28_K1B-30-16^2022-01-31,3,
189,37,2022-04-11 18:06:04.426634+00:00,1,28,115,RC-00000011^2022-03-10_Actividades Textiles S.A.S._11100505_Mensualidad Arriendo Inmueble^2022-02-01_K2C-30-15-B3^2022-01-01,3,
190,36,2022-04-11 18:06:04.408623+00:00,1,28,116,RC-00000011^2022-03-10_Actividades Textiles S.A.S._11100505_Mensualidad Arriendo Inmueble^2022-03-01_K2C-30-15-B3^2022-01-01,3,
191,35,2022-04-11 18:06:04.397583+00:00,1,28,117,RC-00000011^2022-03-10_Actividades Textiles S.A.S._13802005_Mensualidad Arriendo Inmueble^2022-02-01_K2C-30-15-B3^2022-01-01,3,
192,34,2022-04-11 18:06:04.385672+00:00,1,28,118,RC-00000011^2022-03-10_Actividades Textiles S.A.S._13802005_Mensualidad Arriendo Inmueble^2022-03-01_K2C-30-15-B3^2022-01-01,3,
193,33,2022-04-11 18:06:04.374981+00:00,1,28,119,RC-00000011^2022-03-10_Actividades Textiles S.A.S._13802010_Mensualidad Arriendo Inmueble^2022-03-01_K2C-30-15-B3^2022-01-01,3,
194,32,2022-04-11 18:06:04.364541+00:00,1,28,120,RC-00000011^2022-03-10_Actividades Textiles S.A.S._913005_Mensualidad Arriendo Inmueble^2022-02-01_K2C-30-15-B3^2022-01-01,3,
195,31,2022-04-11 18:06:04.353375+00:00,1,28,121,RC-00000011^2022-03-10_Actividades Textiles S.A.S._913005_Mensualidad Arriendo Inmueble^2022-03-01_K2C-30-15-B3^2022-01-01,3,
196,30,2022-04-11 18:06:04.328397+00:00,1,28,122,RC-00000011^2022-03-10_Actividades Textiles S.A.S._28150505_Mensualidad Arriendo Inmueble^2022-02-01_K2C-30-15-B3^2022-01-01,3,
197,29,2022-04-11 18:06:04.317848+00:00,1,28,123,RC-00000011^2022-03-10_Actividades Textiles S.A.S._28150505_Mensualidad Arriendo Inmueble^2022-03-01_K2C-30-15-B3^2022-01-01,3,
198,28,2022-04-11 18:06:04.308435+00:00,1,28,124,RC-00000011^2022-03-10_Actividades Textiles S.A.S._839530_Mensualidad Arriendo Inmueble^2022-02-01_K2C-30-15-B3^2022-01-01,3,
199,27,2022-04-11 18:06:04.298327+00:00,1,28,125,RC-00000011^2022-03-10_Actividades Textiles S.A.S._93950505_Mensualidad Arriendo Inmueble^2022-02-01_K2C-30-15-B3^2022-01-01,3,
200,26,2022-04-11 18:06:04.288007+00:00,1,28,126,"RC-00000012^2022-03-10_Nuñez Florez, Pedro_11100505_Mensualidad Arriendo Inmueble^2022-02-28_A6N-13N-62-S110^2022-01-30",3,
201,25,2022-04-11 18:06:04.277809+00:00,1,28,127,"RC-00000012^2022-03-10_Nuñez Florez, Pedro_13802005_Mensualidad Arriendo Inmueble^2022-02-28_A6N-13N-62-S110^2022-01-30",3,
202,24,2022-04-11 18:06:04.266997+00:00,1,28,128,"RC-00000012^2022-03-10_Nuñez Florez, Pedro_913005_Mensualidad Arriendo Inmueble^2022-02-28_A6N-13N-62-S110^2022-01-30",3,
203,23,2022-04-11 18:06:04.256230+00:00,1,28,129,"RC-00000012^2022-03-10_Nuñez Florez, Pedro_28150505_Mensualidad Arriendo Inmueble^2022-02-28_A6N-13N-62-S110^2022-01-30",3,
204,22,2022-04-11 18:06:04.246237+00:00,1,28,130,RC-00000013^2022-03-15_Productos de Caucho y Lona S.A.S._11100505_Mensualidad Arriendo Inmueble^2022-02-01_C18-1N-33^2022-01-01,3,
205,21,2022-04-11 18:06:04.235368+00:00,1,28,131,RC-00000013^2022-03-15_Productos de Caucho y Lona S.A.S._13802005_Mensualidad Arriendo Inmueble^2022-02-01_C18-1N-33^2022-01-01,3,
206,20,2022-04-11 18:06:04.223840+00:00,1,28,132,RC-00000013^2022-03-15_Productos de Caucho y Lona S.A.S._13802010_Mensualidad Arriendo Inmueble^2022-02-01_C18-1N-33^2022-01-01,3,
207,19,2022-04-11 18:06:04.197859+00:00,1,28,133,RC-00000013^2022-03-15_Productos de Caucho y Lona S.A.S._913005_Mensualidad Arriendo Inmueble^2022-02-01_C18-1N-33^2022-01-01,3,
208,18,2022-04-11 18:06:04.181229+00:00,1,28,134,RC-00000013^2022-03-15_Productos de Caucho y Lona S.A.S._28150505_Mensualidad Arriendo Inmueble^2022-02-01_C18-1N-33^2022-01-01,3,
209,17,2022-04-11 18:06:04.170662+00:00,1,28,135,RC-00000014^2022-03-20_Asoboce S.A.S._11100505_Mensualidad Arriendo Inmueble^2022-03-15_C31-1B-64^2022-01-15,3,
210,16,2022-04-11 18:06:04.160095+00:00,1,28,136,RC-00000014^2022-03-20_Asoboce S.A.S._13802005_Mensualidad Arriendo Inmueble^2022-03-15_C31-1B-64^2022-01-15,3,
211,15,2022-04-11 18:06:04.149746+00:00,1,28,137,RC-00000014^2022-03-20_Asoboce S.A.S._13802010_Mensualidad Arriendo Inmueble^2022-03-15_C31-1B-64^2022-01-15,3,
212,14,2022-04-11 18:06:04.138788+00:00,1,28,138,RC-00000014^2022-03-20_Asoboce S.A.S._913005_Mensualidad Arriendo Inmueble^2022-03-15_C31-1B-64^2022-01-15,3,
213,13,2022-04-11 18:06:04.127062+00:00,1,28,139,RC-00000014^2022-03-20_Asoboce S.A.S._28150505_Mensualidad Arriendo Inmueble^2022-03-15_C31-1B-64^2022-01-15,3,
214,12,2022-04-11 18:06:04.115866+00:00,1,28,140,RC-00000014^2022-03-20_Asoboce S.A.S._839530_Mensualidad Arriendo Inmueble^2022-03-15_C31-1B-64^2022-01-15,3,
215,11,2022-04-11 18:06:04.097328+00:00,1,28,141,RC-00000014^2022-03-20_Asoboce S.A.S._93950505_Mensualidad Arriendo Inmueble^2022-03-15_C31-1B-64^2022-01-15,3,
216,10,2022-04-11 17:45:09.923649+00:00,1,3,2,auxiliar,2,"[{""changed"": {""fields"": [""Permissions""]}}]"
217,9,2022-04-11 17:44:11.063815+00:00,1,3,2,auxiliar,2,"[{""changed"": {""fields"": [""Permissions""]}}]"
218,8,2022-04-11 17:42:00.675419+00:00,1,3,2,auxiliar,2,"[{""changed"": {""fields"": [""Permissions""]}}]"
219,7,2022-04-11 17:33:40.965798+00:00,1,3,2,auxiliar,2,"[{""changed"": {""fields"": [""Permissions""]}}]"
220,6,2022-04-11 17:32:56.323544+00:00,1,3,2,auxiliar,2,"[{""changed"": {""fields"": [""Permissions""]}}]"
221,5,2022-04-11 17:17:29.510712+00:00,1,4,3,yaneth,2,"[{""changed"": {""fields"": [""Groups""]}}]"
222,4,2022-04-11 17:17:19.171171+00:00,1,3,2,auxiliar,1,"[{""added"": {}}]"
223,3,2022-04-11 17:11:44.125421+00:00,1,4,3,yaneth,1,"[{""added"": {}}]"
224,2,2022-04-09 22:10:57.385519+00:00,1,4,1,leon_korkidi,2,"[{""changed"": {""fields"": [""Groups""]}}]"
225,1,2022-04-09 22:10:44.041411+00:00,1,3,1,admin,1,"[{""added"": {}}]"
