state,code,name,errors
1,238095,otros,[]
1,24,"impuestos, gravamenes y tasas",[]
1,2404,de renta y complementarios,[]
1,240405,vigencia fiscal corriente,[]
1,240410,vigencias fiscales anteriores,[]
1,2408,impuesto sobre las ventas por pagar,[]
1,2412,de industria y comercio,[]
1,241205,vigencia fiscal corriente,[]
1,241210,vigencias fiscales anteriores,[]
1,2416,a la propiedad raiz,[]
1,2420,derechos sobre instrumentos publicos,[]
1,2424,de valorizacion,[]
1,242405,vigencia fiscal corriente,[]
1,242410,vigencias fiscales anteriores,[]
1,2428,de turismo,[]
1,2432,tasa por utilizacion de puertos,[]
1,2436,de vehiculos,[]
1,243605,vigencia fiscal corriente,[]
1,243610,vigencias fiscales anteriores,[]
1,2440,de espectaculos publicos,[]
1,2444,de hidrocarburos y minas,[]
1,244405,de hidrocarburos,[]
1,244410,de minas,[]
1,2448,regalias e impuestos a la pequeña y mediana mineria,[]
1,2452,a las exportaciones cafeteras,[]
1,2456,a las importaciones,[]
1,2460,cuotas de fomento,[]
1,2464,"de licores, cervezas y cigarrillos",[]
1,246405,de licores,[]
1,246410,de cervezas,[]
1,246415,de cigarrillos,[]
1,2468,al sacrificio de ganado,[]
1,2472,al azar y juegos,[]
1,2495,otros,[]
1,25,obligaciones laborales,[]
1,2505,salarios por pagar,[]
1,2510,cesantias consolidadas,[]
1,251005,ley laboral anterior,[]
1,251010,ley 50 de 1990 y normas posteriores,[]
1,2515,intereses sobre cesantias,[]
1,2520,prima de servicios,[]
1,2525,vacaciones consolidadas,[]
1,252501,a 252598,[]
1,2530,prestaciones extralegales,[]
1,253005,primas,[]
1,253010,auxilios,[]
1,253015,dotacion y suministro a trabajadores,[]
1,253020,bonificaciones,[]
1,253025,seguros,[]
1,253095,otras,[]
1,2532,pensiones por pagar,[]
1,2535,cuotas partes pensiones de jubilacion,[]
1,2540,indemnizaciones laborales,[]
1,26,pasivos estimados y provisiones,[]
1,2605,para costos y gastos,[]
1,260505,intereses,[]
1,260510,comisiones,[]
1,260515,honorarios,[]
1,260520,servicios tecnicos,[]
1,260525,"transportes, fletes y acarreos",[]
1,260530,gastos de viaje,[]
1,260535,servicios publicos,[]
1,260540,regalias,[]
1,260545,garantias,[]
1,260550,materiales y repuestos,[]
1,260595,otros,[]
1,2610,para obligaciones laborales,[]
1,261005,cesantias,[]
1,261010,intereses sobre cesantias,[]
1,261015,vacaciones,[]
1,261020,prima de servicios,[]
1,261025,prestaciones extralegales,[]
1,261030,viaticos,[]
1,261095,otras,[]
1,2615,para obligaciones fiscales,[]
1,261505,de renta y complementarios,[]
1,261510,de industria y comercio,[]
1,261515,tasa por utilizacion de puertos,[]
1,261520,de vehiculos,[]
1,261525,de hidrocarburos y minas,[]
1,261595,otros,[]
1,2620,pensiones de jubilacion,[]
1,262005,calculo actuarial pensiones de jubilacion,[]
1,262010,pensiones de jubilacion por amortizar (db),[]
1,2625,para obras de urbanismo,[]
1,262505,acueducto y alcantarillado,[]
1,262510,energia electrica,[]
1,262515,telefonos,[]
1,262595,otros,[]
1,2630,para mantenimiento y reparaciones,[]
1,263005,terrenos,[]
1,263010,construcciones y edificaciones,[]
1,263015,maquinaria y equipo,[]
1,263020,equipo de oficina,[]
1,263025,equipo de computacion y comunicacion,[]
1,263030,equipo medico - cientifico,[]
1,263035,equipo de hoteles y restaurantes,[]
1,263040,flota y equipo de transporte,[]
1,263045,flota y equipo fluvial y/o maritimo,[]
1,263050,flota y equipo aereo,[]
1,263055,flota y equipo ferreo,[]
1,263060,acueductos plantas y redes,[]
1,263065,armamento de vigilancia,[]
1,263070,envases y empaques,[]
1,263075,plantaciones agricolas y forestales,[]
1,263080,vias de cumunicacion,[]
1,263085,pozos artesianos,[]
1,263095,otros,[]
1,2635,para contingencias,[]
1,263505,multas y sanciones autoridades administrativas,[]
1,263510,intereses por multas y sanciones,[]
1,263515,reclamos,[]
1,263520,laborales,[]
1,263525,civiles,[]
1,263530,penales,[]
1,263535,administrativos,[]
1,263540,comerciales,[]
1,263595,otras,[]
1,2640,para obligaciones de garantias,[]
1,2695,provisiones diversas,[]
1,269505,para beneficencia,[]
1,269510,para comunicaciones,[]
1,269515,para perdida en transporte,[]
1,269520,para operacion,[]
1,269525,para proteccion de bienes agotables,[]
1,269530,para ajustes en redencion de unidades,[]
1,269535,autoseguro,[]
1,269540,planes y programas de reforestacion y electrificacion,[]
1,269595,otras,[]
1,27,diferidos,[]
1,2705,ingresos recibidos por anticipado,[]
1,270505,intereses,[]
1,270510,comisiones,[]
1,270515,arrendamientos,[]
1,270520,honorarios,[]
1,270525,servicios tecnicos,[]
1,270530,de suscriptores,[]
1,270535,"transportes, fletes y acarreos",[]
1,270540,mercancia en transito ya vendida,[]
1,270545,matriculas y pensiones,[]
1,270550,cuotas de administracion,[]
1,270595,otros,[]
1,2710,abonos diferidos,[]
1,271005,reajuste del sistema,[]
1,2715,utilidad diferida en ventas a plazos,[]
1,2720,credito por correccion monetaria diferida,[]
1,2725,impuestos diferidos,[]
1,272505,por depreciacion flexible,[]
1,272595,diversos,[]
1,272599,ajustes por inflacion,[]
1,28,otros pasivos,[]
1,2805,anticipos y avances recibidos,[]
1,280505,de clientes,[]
1,280510,sobre contratos,[]
1,280515,para obras en proceso,[]
1,280595,otros,[]
1,2810,depositos recibidos,[]
1,281005,para futura suscripcion de acciones,[]
1,281010,para futuro pago de cuotas o derechos sociales,[]
1,281015,para garantia en la prestacion de servicios,[]
1,281020,para garantia de contratos,[]
1,281025,de licitaciones,[]
1,281030,de manejo de bienes,[]
1,281035,fondo de reserva,[]
1,281095,otros,[]
1,2815,ingresos recibidos para terceros,[]
1,281505,valores recibidos para terceros,[]
1,281510,venta por cuenta de terceros,[]
1,2820,cuentas de operacion conjunta,[]
1,2825,retenciones a terceros sobre contratos,[]
1,282505,cumplimiento obligaciones laborales,[]
1,282510,para estabilidad de obra,[]
1,282515,garantia cumplimiento de contratos,[]
1,2830,embargos judiciales,[]
1,283005,indemnizaciones,[]
1,283010,depositos judiciales,[]
1,2835,acreedores del sistema,[]
1,283505,cuotas netas,[]
1,283510,grupos en formacion,[]
1,2840,cuentas en participacion,[]
1,2895,diversos,[]
1,289505,prestamos de productos,[]
1,289510,reembolso de costos exploratorios,[]
1,289515,programa de extension agropecuaria,[]
1,29,bonos y papeles comerciales,[]
1,2905,bonos en circulacion,[]
1,290505,garantia general,[]
1,290510,garantia especifica,[]
1,2910,bonos obligatoriamente convertibles en acciones,[]
1,2915,papeles comerciales,[]
1,3,patrimonio,[]
1,31,capital social,[]
1,3105,capital suscrito y pagado,[]
1,310505,capital autorizado,[]
1,310510,capital por suscribir (db),[]
1,310515,capital suscrito por cobrar (db),[]
1,3110,"acciones, cuotas o partes de interes social propias readquiridas (db)",[]
1,311005,acciones propias readquiridas (db),[]
1,311010,cuotas o partes de interes social propias readquiridas (db),[]
1,3115,aportes sociales,[]
1,311505,cuotas o partes de interes social,[]
1,311510,aportes de socios - fondo mutuo de inversion,[]
1,311515,contribucion de la empresa - fondo mutuo de inversion,[]
1,311520,suscripciones del publico,[]
1,3120,capital asignado,[]
1,3125,inversion suplementaria al capital asignado,[]
1,3130,capital de personas naturales,[]
1,3135,aportes del estado,[]
1,3140,fondo social,[]
1,32,superavit de capital,[]
1,3205,"prima en colocacion de acciones, cuotas o partes de interes",[]
1,320505,prima en colocacion de acciones,[]
1,320510,prima en colocacion de acciones por cobrar (db),[]
1,320515,prima en colocacion de cuotas o partes de interes social,[]
1,3210,donaciones,[]
1,321005,en dinero,[]
1,321010,en valores mobiliarios,[]
1,321015,en bienes muebles,[]
1,321020,en bienes inmuebles,[]
1,321025,en intangibles,[]
1,3215,credito mercantil,[]
1,33,reservas,[]
1,3305,reservas obligatorias,[]
1,330505,reserva legal,[]
1,330510,reservas por disposiciones fiscales,[]
1,330515,reserva para readquisicion de acciones,[]
1,330517,reserva para readquisicion de cuotas o partes de interes social,[]
1,330520,reserva para extension agropecuaria,[]
1,330525,reserva ley 7a. de 1990,[]
1,330530,reserva para reposicion de semovientes,[]
1,330535,reserva ley 4a de 1980,[]
1,330595,otras,[]
1,3310,reservas estatutarias,[]
1,331005,para futuras capitalizaciones,[]
1,331010,para reposicion de activos,[]
1,331015,para futuros ensanches,[]
1,331095,otras,[]
1,3315,reservas ocasionales,[]
1,331505,para beneficencia y civismo,[]
1,331510,para futuras capitalizaciones,[]
1,331515,para futuros ensanches,[]
1,331520,para adquisicion o reposicion de propiedades planta y equipo,[]
1,331525,para investigaciones y desarrollo,[]
1,331530,para fomento economico,[]
1,331535,para capital de trabajo,[]
1,331540,para estabilizacion de rendimientos,[]
1,331545,a disposicion del maximo organo social,[]
1,331595,otras,[]
1,34,revalorizacion del patrimonio,[]
1,3405,ajustes por inflacion,[]
1,340505,de capital social,[]
1,340510,de superavit de capital,[]
1,340515,de reservas,[]
1,340520,de resultados de ejercicios anteriores,[]
1,340525,de activos en periodo improductivo,[]
1,3410,saneamiento fiscal,[]
1,3415,ajustes por inflacion decreto 3019 de 1989,[]
1,35,"dividendos o participaciones decretados en acciones, cuotas o partes de interes social",[]
1,3505,dividendos decretados en acciones,[]
1,3510,participaciones decretadas en cuotas o partes de interes social,[]
1,36,resultados del ejercicio,[]
1,3605,utilidad del ejercicio,[]
1,360505,utilidad del ejercicio,[]
1,360510,utilidad por exposicion a la inflacion,[]
1,3610,perdida del ejercicio,[]
1,361005,perdida del ejercicio,[]
1,361010,perdida por exposicion a la inflacion,[]
1,37,resultados de ejercicios anteriores,[]
1,3705,utilidades o excedentes acumulados,[]
1,3710,perdidas acumuladas,[]
1,38,superavit por valorizaciones,[]
1,3805,de inversiones,[]
1,380505,acciones,[]
1,380510,cuotas o partes de interes social,[]
1,380515,derechos fiduciarios,[]
1,3810,de propiedades planta y equipo,[]
1,381004,terrenos,[]
1,381006,materiales proyectos petroleros,[]
1,381008,construcciones y edificaciones,[]
1,381012,maquinaria y equipo,[]
1,381016,equipo de oficina,[]
1,381020,equipo de computacion y comunicacion,[]
1,381024,equipo medico cientifico,[]
1,381028,equipo de hoteles y restaurantes,[]
1,381032,flota y equipo de transporte,[]
1,381036,flota y equipo fluvial y/o maritimo,[]
1,381040,flota y equipo aereo,[]
1,381044,flota y equipo ferreo,[]
1,381048,acueductos plantas y redes,[]
1,381052,armamento de vigilancia,[]
1,381056,envases y empaques,[]
1,381060,plantaciones agricolas y forestales,[]
1,381064,vias de comunicacion,[]
1,381068,minas y canteras,[]
1,381072,pozos artesianos,[]
1,381076,yacimientos,[]
1,381080,semovientes,[]
1,3895,de otros activos,[]
1,389505,bienes de arte y cultura,[]
1,389510,bienes entregados en comodato,[]
1,389515,bienes recibidos en pago,[]
1,389520,inventario de semovientes,[]
1,4,ingresos,[]
1,41,operacionales,[]
1,4105,"agricultura, ganaderia, caza y silvicultura",[]
1,410505,cultivo de cereales,[]
1,410510,"cultivos de hortalizas, legumbres y plantas ornamentales",[]
1,410515,"cultivos de frutas, nueces y plantas aromaticas",[]
1,410520,cultivo de cafe,[]
1,410525,cultivo de flores,[]
1,410530,cultivo de caña de azucar,[]
1,410535,cultivo de algodon y plantas para material textil,[]
1,410540,cultivo de banano,[]
1,410545,otros cultivos agricolas,[]
1,410550,"cria de ovejas, cabras, asnos, mulas y burdeganos",[]
1,410555,cria de ganado caballar y vacuno.,[]
1,410560,produccion avicola,[]
1,410565,cria de otros animales,[]
1,410570,servicios agricolas y ganaderos,[]
1,410575,actividad de caza,[]
1,410580,actividad de silvicultura,[]
1,410599,ajustes por inflacion,[]
1,4110,pesca,[]
1,411005,actividad de pesca,[]
1,411010,explotacion de criaderos de peces,[]
1,411095,actividades conexas,[]
1,411099,ajustes por inflacion,[]
1,4115,explotacion de minas y canteras,[]
1,411505,carbon,[]
1,411510,petroleo crudo,[]
1,411512,gas natural,[]
1,411514,servicios relacionados con extraccion de petroleo y gas,[]
1,411515,minerales de hierro,[]
1,411520,minerales metaliferos no ferrosos,[]
1,411525,"piedra, arena y arcilla",[]
1,411527,piedras preciosas,[]
1,411528,oro,[]
1,411530,otras minas y canteras,[]
1,411532,prestacion de servicios sector minero,[]
1,411595,actividades conexas,[]
1,411599,ajustes por inflacion,[]
1,4120,industrias manufactureras,[]
1,412001,produccion y procesamiento de carnes y productos carnicos,[]
1,412002,productos de pescado,[]
1,412003,"productos de frutas, legumbres y hortalizas",[]
1,412004,elaboracion de aceites y grasas,[]
1,412005,elaboracion de productos lacteos,[]
1,412006,elaboracion de productos de molineria,[]
1,412007,elaboracion de almidones y derivados,[]
1,412008,elaboracion de alimentos para animales,[]
1,412009,elaboracion de productos para panaderia,[]
1,412010,elaboracion de azucar y melazas,[]
1,412011,"elaboracion de cacao, chocolate y confiteria",[]
1,412012,elaboracion de pastas  y productos farinaceos,[]
1,412013,elaboracion de productos de cafe,[]
1,412014,elaboracion de otros productos alimenticios,[]
1,412015,elaboracion de bebidas alcoholicas y alcohol etilico,[]
1,412016,elaboracion de vinos,[]
1,412017,elaboracion de bebidas malteadas y de malta,[]
1,412018,elaboracion de bebidas no alcoholicas,[]
1,412019,elaboracion de productos de tabaco,[]
1,412020,preparacion e hilatura de fibras textiles y tejeduria,[]
1,412021,acabado de productos textiles,[]
1,412022,elaboracion de articulos de materiales textiles,[]
1,412023,elaboracion de tapices y alfombras,[]
1,412024,"elaboracion de cuerdas, cordeles, bramantes y redes",[]
1,412025,elaboracion de otros productos textiles,[]
1,412026,elaboracion de tejidos,[]
1,412027,elaboracion de prendas de vestir,[]
1,412028,"preparacion, adobo y teñido de pieles",[]
1,412029,"curtido, adobo o preparacion de cuero",[]
1,412030,"elaboracion de maletas, bolsos y similares",[]
1,412031,elaboracion de calzado,[]
1,412032,"produccion de madera, articulos de madera y corcho",[]
1,412033,"elaboracion de pasta y productos de madera, papel y carton",[]
1,412034,ediciones y publicaciones,[]
1,412035,impresion,[]
1,412036,servicios relacionados con la edicion y la impresion,[]
1,412037,reproduccion de grabaciones,[]
1,412038,elaboracion de productos de horno de coque,[]
1,412039,elaboracion de productos de la refinacion de petroleo,[]
1,412040,elaboracion de sustancias quimicas basicas,[]
1,412041,elaboracion de abonos y compuestos de nitrogeno,[]
1,412042,elaboracion de plastico y caucho sintetico,[]
1,412043,elaboracion de productos quimicos de uso agropecuario,[]
1,412044,"elaboracion de pinturas, tintas y masillas",[]
1,412045,elaboracion de productos farmaceuticos y botanicos,[]
1,412046,"elaboracion de jabones, detergentes y preparados de tocador",[]
1,412047,elaboracion de otros productos quimicos,[]
1,412048,elaboracion de fibras,[]
1,412049,elaboracion de otros productos de caucho,[]
1,412050,elaboracion de productos de plastico,[]
1,412051,elaboracion de vidrio y productos de vidrio,[]
1,412052,"elaboracion de productos de ceramica, loza, piedra, arcilla y porcelana",[]
1,412053,"elaboracion de cemento, cal y yeso",[]
1,412054,"elaboracion de articulos de hormigon, cemento y yeso",[]
1,412055,"corte, tallado y acabado de la piedra",[]
1,412056,elaboracion de otros productos minerales no metalicos,[]
1,412057,industrias basicas y fundicion de hierro y acero,[]
1,412058,productos primarios de metales preciosos y de metales no ferrosos,[]
1,412059,fundicion de metales no ferrosos,[]
1,412060,fabricacion de productos metalicos para uso estructural,[]
1,412061,"forja, prensado, estampado, laminado de metal y pulvimetalurgia",[]
1,412062,revestimiento de metales y obras de ingenieria mecanica,[]
1,412063,fabricacion de articulos de ferreteria,[]
1,412064,elaboracion de otros productos de metal,[]
1,412065,fabricacion de maquinaria y equipo,[]
1,412066,fabricacion de equipos de elevacion y manipulacion,[]
1,412067,elaboracion de aparatos de uso domestico,[]
1,412068,elaboracion de equipo de oficina,[]
1,412069,elaboracion de pilas y baterias primarias,[]
1,412070,elaboracion de equipo de iluminacion,[]
1,412071,elaboracion de otros tipos de equipo electrico,[]
1,412072,"fabricacion de equipos de radio, television y comunicaciones",[]
1,412073,fabricacion de aparatos e instrumentos medicos,[]
1,412074,fabricacion de instrumentos de medicion y control,[]
1,412075,fabricacion de instrumentos de optica y equipo fotografico,[]
1,412076,fabricacion de relojes,[]
1,412077,fabricacion de vehiculos automotores,[]
1,412078,fabricacion de carrocerias para automotores,[]
1,412079,fabricacion de partes piezas y accesorios para automotores,[]
1,412080,fabricacion y reparacion de buques y otras embarcaciones,[]
1,412081,fabricacion de locomotoras y material rodante para ferrocarriles,[]
1,412082,fabricacion de aeronaves,[]
1,412083,fabricacion de motocicletas,[]
1,412084,fabricacion de bicicletas y sillas de ruedas,[]
1,412085,fabricacion de otros tipos de transporte,[]
1,412086,fabricacion de muebles,[]
1,412087,fabricacion de joyas y articulos conexos,[]
1,412088,fabricacion de instrumentos de musica,[]
1,412089,fabricacion de articulos y equipo para deporte,[]
1,412090,fabricacion de juegos y juguetes,[]
1,412091,reciclamiento de desperdicios,[]
1,412095,productos de otras industrias manufactureras,[]
1,412099,ajustes por inflacion,[]
1,4125,"suministro de electricidad, gas y agua",[]
1,412505,"generacion, captacion y distribucion de energia electrica",[]
1,412510,fabricacion de gas y distribucion de combustibles gaseosos,[]
1,412515,"captacion, depuracion y distribucion de agua",[]
1,412595,actividades conexas,[]
1,412599,ajustes por inflacion,[]
1,4130,construccion,[]
1,413005,preparacion de terrenos,[]
1,413010,construccion de edificios y obras de ingenieria civil,[]
1,413015,acondicionamiento de edificios,[]
1,413020,terminacion de edificaciones,[]
1,413025,alquiler de equipo con operarios,[]
1,413095,actividades conexas,[]
1,413099,ajustes por inflacion,[]
1,4135,comercio al por mayor y al por menor,[]
1,413502,venta de vehiculos automotores,[]
1,413504,"mantenimiento, reparacion y lavado de vehiculos automotores",[]
1,413506,"venta de partes, piezas y accesorios de vehiculos automotores",[]
1,413508,"venta de combustibles solidos, liquidos, gaseosos",[]
1,413510,"venta de lubricantes, aditivos, llantas y lujos para automotores",[]
1,413512,venta a cambio de retribucion o por contrata,[]
1,413514,"venta de insumos, materias primas agropecuarias y flores",[]
1,413516,venta de otros insumos y materias primas no agropecuarias,[]
1,413518,venta de animales vivos y cueros,[]
1,413520,venta de productos en almacenes no especializados,[]
1,413522,venta de productos agropecuarios,[]
1,413524,"venta de productos textiles, de vestir, de cuero y calzado",[]
1,413526,venta de papel y carton,[]
1,413528,"venta de libros, revistas, elementos de papeleria, utiles y textos escolares",[]
1,413530,"venta de juegos, juguetes y articulos deportivos",[]
1,413532,venta de instrumentos quirurgicos y ortopedicos,[]
1,413534,venta de articulos en relojerias y joyerias,[]
1,413536,venta de electrodomesticos y muebles,[]
1,413538,"venta de productos de aseo, farmaceuticos, medicinales, y articulos de tocador",[]
1,413540,"venta de cubiertos, vajillas, cristaleria, porcelanas, ceramicas y otros articulos de uso domestico",[]
1,413542,"venta de materiales de construccion, fontaneria y calefaccion",[]
1,413544,venta de pinturas y lacas,[]
1,413546,venta de productos de vidrios y marqueteria,[]
1,413548,venta de herramientas y articulos de ferreteria,[]
1,413550,venta de quimicos,[]
1,413552,"venta de productos intermedios, desperdicios y desechos",[]
1,413554,"venta de maquinaria, equipo de oficina y programas de computador",[]
1,413556,venta de articulos en cacharrerias y miscelaneas,[]
1,413558,venta de instrumentos musicales,[]
1,413560,venta de articulos en casas de empeño y prenderias,[]
1,413562,venta de equipo fotografico,[]
1,413564,venta de equipo optico y de precision,[]
1,413566,venta de empaques,[]
1,413568,venta de equipo profesional y cientifico,[]
1,413570,"venta de loterias, rifas, chance, apuestas y similares",[]
1,413572,reparacion de efectos personales y electrodomesticos,[]
1,413595,venta de otros productos,[]
1,413599,ajustes por inflacion,[]
1,4140,hoteles y restaurantes,[]
1,414005,hoteleria,[]
1,414010,campamento y otros tipos de hospedaje,[]
1,414015,restaurantes,[]
1,414020,bares y cantinas,[]
1,414095,actividades conexas,[]
1,414099,ajustes por inflacion,[]
1,4145,"transporte, almacenamiento y comunicaciones",[]
1,414505,servicio de transporte por carretera,[]
1,414510,servicio de transporte por via ferrea,[]
1,414515,servicio de transporte por via acuatica,[]
1,414520,servicio de transporte por via aerea,[]
1,414525,servicio de transporte por tuberias,[]
1,414530,manipulacion de carga,[]
1,414535,almacenamiento y deposito,[]
1,414540,servicios complementarios para el transporte,[]
1,414545,agencias de viaje,[]
1,414550,otras agencias de transporte,[]
1,414555,servicio postal y de correo,[]
1,414560,servicio telefonico,[]
1,414565,servicio de telegrafo,[]
1,414570,servicio de transmision de datos,[]
1,414575,servicio de radio y television por cable,[]
1,414580,transmision de sonido e imagenes por contrato,[]
1,414595,actividades conexas,[]
1,414599,ajustes por inflacion,[]
1,4150,actividad financiera,[]
1,415005,venta de inversiones,[]
1,415010,dividendos de sociedades anonimas y/o asimiladas,[]
1,415015,participaciones de sociedades limitadas y/o asimiladas,[]
1,415020,intereses,[]
1,415025,reajuste monetario - upac,[]
1,415030,comisiones,[]
1,415035,operaciones de descuento,[]
1,415040,cuotas de inscripcion - consorcios,[]
1,415045,cuotas de administracion - consorcios,[]
1,415050,reajuste del sistema - consorcios,[]
1,415055,eliminacion de suscriptores - consorcios,[]
1,415060,cuotas de ingreso o retiro - sociedad administradora,[]
1,415065,servicios a comisionistas,[]
1,415070,inscripciones y cuotas,[]
1,415075,recuperacion de garantias,[]
1,415095,actividades conexas,[]
1,415099,ajustes por inflacion,[]
1,4155,"actividades inmobiliarias, empresariales y de alquiler",[]
1,415505,arrendamientos de bienes inmuebles,[]
1,415510,inmobiliarias por retribucion o contrata,[]
1,415515,alquiler equipo de transporte,[]
1,415520,alquiler maquinaria y equipo,[]
1,415525,alquiler de efectos personales y enseres domesticos,[]
1,415530,consultoria en equipo y programas de informatica,[]
1,415535,procesamiento de datos,[]
1,415540,mantenimiento y reparacion de maquinaria de oficina,[]
1,415545,investigaciones cientificas y de desarrollo,[]
1,415550,actividades empresariales de consultoria,[]
1,415555,publicidad,[]
1,415560,dotacion de personal,[]
1,415565,investigacion y seguridad,[]
1,415570,limpieza de inmuebles,[]
1,415575,fotografia,[]
1,415580,envase y empaque,[]
1,415585,fotocopiado,[]
1,415590,mantenimiento y reparacion de maquinaria y equipo,[]
1,415595,actividades conexas,[]
1,415599,ajustes por inflacion,[]
1,4160,enseñanza,[]
1,416005,actividades relacionadas con la educacion,[]
1,416095,actividades conexas,[]
1,416099,ajustes por inflacion,[]
1,4165,servicios sociales y de salud,[]
1,416505,servicio hospitalario,[]
1,416510,servicio medico,[]
1,416515,servicio odontologico,[]
1,416520,servicio de laboratorio,[]
1,416525,actividades veterinarias,[]
1,416530,actividades de servicios sociales,[]
1,416595,actividades conexas,[]
1,416599,ajustes por inflacion,[]
1,4170,"otras actividades de servicios comunitarios, sociales y personales",[]
1,417005,eliminacion de desperdicios y aguas residuales,[]
1,417010,actividades de asociacion,[]
1,417015,produccion y distribucion de filmes y videocintas,[]
1,417020,exhibicion de filmes y videocintas,[]
1,417025,actividad de radio y television,[]
1,417030,"actividad teatral, musical y artistica",[]
1,417035,grabacion y produccion de discos,[]
1,417040,entretenimiento y esparcimiento,[]
1,417045,agencias de noticias,[]
1,417050,lavanderias y similares,[]
1,417055,peluquerias y similares,[]
1,417060,servicios funerarios,[]
1,417065,zonas francas,[]
1,417095,actividades conexas,[]
1,417099,ajustes por inflacion,[]
1,4175,"devoluciones, rebajas y descuentos en ventas (db)",[]
1,417599,ajustes por inflacion,[]
1,42,no operacionales,[]
1,4205,otras ventas,[]
1,420505,materia prima,[]
1,420510,material de desecho,[]
1,420515,materiales varios,[]
1,420520,productos de diversificacion,[]
1,420525,excedentes de exportacion,[]
1,420530,envases y empaques,[]
1,420535,productos agricolas,[]
1,420540,de propaganda,[]
1,420545,productos en remate,[]
1,420550,combustibles y lubricantes,[]
1,420599,ajustes por inflacion,[]
1,4210,financieros,[]
1,421005,intereses,[]
1,421010,reajuste monetario - upac,[]
1,421015,descuentos amortizados,[]
1,421020,diferencia en cambio,[]
1,421025,financiacion vehiculos,[]
1,421030,financiacion sistemas de viajes,[]
1,421035,aceptaciones bancarias,[]
1,421040,descuentos comerciales condicionados,[]
1,421045,descuentos bancarios,[]
1,421050,comisiones cheques de otras plazas,[]
1,421055,multas y recargos,[]
1,421060,sanciones cheques devueltos,[]
1,421095,otros,[]
1,421099,ajustes por inflacion,[]
1,4215,dividendos y participaciones,[]
1,421505,de sociedades anonimas y/o asimiladas,[]
1,421510,de sociedades limitadas y/o asimiladas,[]
1,421599,ajustes por inflacion,[]
1,4220,arrendamientos,[]
1,422005,terrenos,[]
1,422010,construcciones y edificios,[]
1,422015,maquinaria y equipo,[]
1,422020,equipo de oficina,[]
1,422025,equipo de computacion y comunicacion,[]
1,422030,equipo medico - cientifico,[]
1,422035,equipo de hoteles y restaurantes,[]
1,422040,flota y equipo de transporte,[]
1,422045,flota y equipo fluvial y/o maritimo,[]
1,422050,flota y equipo aereo,[]
1,422055,flota y equipo ferreo,[]
1,422060,acueductos plantas y redes,[]
1,422062,envases y empaques,[]
1,422065,plantaciones agricolas  y forestales,[]
1,422070,aerodromos,[]
1,422075,semovientes,[]
1,422099,ajustes por inflacion,[]
1,4225,comisiones,[]
1,422505,sobre inversiones,[]
1,422510,de concesionarios,[]
1,422515,de actividades financieras,[]
1,422520,por venta de servicios de taller,[]
1,422525,por venta de seguros,[]
1,422530,por ingresos para terceros,[]
1,422535,por distribucion de peliculas,[]
1,422540,derechos de autor,[]
1,422545,derechos de programacion,[]
1,422599,ajustes por inflacion,[]
1,4230,honorarios,[]
1,423005,asesorias,[]
1,423010,asistencia tecnica,[]
1,423015,administracion de vinculadas,[]
1,423099,ajustes por inflacion,[]
1,4235,servicios,[]
1,423505,de bascula,[]
1,423510,de transporte,[]
1,423515,de prensa,[]
1,423520,administrativos,[]
1,423525,tecnicos,[]
1,423530,de computacion,[]
1,423535,de telefax,[]
1,423540,taller de vehiculos,[]
1,423545,de recepcion de aeronaves,[]
1,423550,de transporte programa gas natural,[]
1,423555,por contratos,[]
1,423560,de trillla,[]
1,423565,de mantenimiento,[]
1,423570,al personal,[]
1,423575,de casino,[]
1,423580,fletes,[]
1,423585,entre compañias,[]
1,423595,otros,[]
1,423599,ajustes por inflacion,[]
1,4240,utilidad en venta de inversiones,[]
1,424005,acciones,[]
1,424010,cuotas o partes de interes social,[]
1,424015,bonos,[]
1,424020,cedulas,[]
1,424025,certificados,[]
1,424030,papeles comerciales,[]
1,424035,titulos,[]
1,424045,derechos fiduciarios,[]
1,424050,obligatorias,[]
1,424095,otras,[]
1,424099,ajustes por inflacion,[]
1,4245,utilidad en venta de propiedades planta y equipo,[]
1,424504,terrenos,[]
1,424506,materiales industria petrolera,[]
1,424508,construcciones en curso,[]
1,424512,maquinaria en montaje,[]
1,424516,construcciones y edificaciones,[]
1,424520,maquinaria y equipo,[]
1,424524,equipo de oficina,[]
1,424528,equipo de computacion y comunicacion,[]
1,424532,equipo medico - cientifico,[]
1,424536,equipo de hoteles y restaurantes,[]
1,424540,flota y equipo de transporte,[]
1,424544,flota y equipo fluvial y/o maritimo,[]
1,424548,flota y equipo aereo,[]
1,424552,flota y equipo ferreo,[]
1,424556,acueductos plantas y redes,[]
1,424560,armamento de vigilancia,[]
1,424562,envases y empaques,[]
1,424564,plantaciones agricolas  y forestales,[]
1,424568,vias de comunicacion,[]
1,424572,minas y canteras,[]
1,424580,pozos artesianos,[]
1,424584,yacimientos,[]
1,424588,semovientes,[]
1,424599,ajustes por inflacion,[]
1,4248,utilidad en venta de otros bienes,[]
1,424805,intangibles,[]
1,424810,otros activos,[]
1,424899,ajustes por inflacion,[]
1,4250,recuperaciones,[]
1,425005,deudas malas,[]
1,425010,seguros,[]
1,425015,reclamos,[]
1,425020,reintegro por personal en comision,[]
1,425025,reintegro garantias,[]
1,425030,descuentos concedidos,[]
1,425035,reintegro provisiones,[]
1,425040,gastos bancarios,[]
1,425045,de depreciacion,[]
