code,name,errors
263080,vias de cumunicacion,[]
263085,pozos artesianos,[]
263095,otros,[]
2635,para contingencias,[]
263505,multas y sanciones autoridades administrativas,[]
263510,intereses por multas y sanciones,[]
263515,reclamos,[]
263520,laborales,[]
263525,civiles,[]
263530,penales,[]
263535,administrativos,[]
263540,comerciales,[]
263595,otras,[]
2640,para obligaciones de garantias,[]
2695,provisiones diversas,[]
269505,para beneficencia,[]
269510,para comunicaciones,[]
269515,para perdida en transporte,[]
269520,para operacion,[]
269525,para proteccion de bienes agotables,[]
269530,para ajustes en redencion de unidades,[]
269535,autoseguro,[]
269540,planes y programas de reforestacion y electrificacion,[]
269595,otras,[]
27,diferidos,[]
2705,ingresos recibidos por anticipado,[]
270505,intereses,[]
270510,comisiones,[]
270515,arrendamientos,[]
270520,honorarios,[]
270525,servicios tecnicos,[]
270530,de suscriptores,[]
270535,"transportes, fletes y acarreos",[]
270540,mercancia en transito ya vendida,[]
270545,matriculas y pensiones,[]
270550,cuotas de administracion,[]
270595,otros,[]
2710,abonos diferidos,[]
271005,reajuste del sistema,[]
2715,utilidad diferida en ventas a plazos,[]
2720,credito por correccion monetaria diferida,[]
2725,impuestos diferidos,[]
272505,por depreciacion flexible,[]
272595,diversos,[]
272599,ajustes por inflacion,[]
28,otros pasivos,[]
2805,anticipos y avances recibidos,[]
280505,de clientes,[]
280510,sobre contratos,[]
280515,para obras en proceso,[]
280595,otros,[]
2810,depositos recibidos,[]
281005,para futura suscripcion de acciones,[]
281010,para futuro pago de cuotas o derechos sociales,[]
281015,para garantia en la prestacion de servicios,[]
281020,para garantia de contratos,[]
281025,de licitaciones,[]
281030,de manejo de bienes,[]
281035,fondo de reserva,[]
281095,otros,[]
2815,ingresos recibidos para terceros,[]
281505,valores recibidos para terceros,[]
281510,venta por cuenta de terceros,[]
2820,cuentas de operacion conjunta,[]
2825,retenciones a terceros sobre contratos,[]
282505,cumplimiento obligaciones laborales,[]
282510,para estabilidad de obra,[]
282515,garantia cumplimiento de contratos,[]
2830,embargos judiciales,[]
283005,indemnizaciones,[]
283010,depositos judiciales,[]
2835,acreedores del sistema,[]
283505,cuotas netas,[]
283510,grupos en formacion,[]
2840,cuentas en participacion,[]
2895,diversos,[]
289505,prestamos de productos,[]
289510,reembolso de costos exploratorios,[]
289515,programa de extension agropecuaria,[]
29,bonos y papeles comerciales,[]
2905,bonos en circulacion,[]
290505,garantia general,[]
290510,garantia especifica,[]
2910,bonos obligatoriamente convertibles en acciones,[]
2915,papeles comerciales,[]
3,patrimonio,[]
31,capital social,[]
3105,capital suscrito y pagado,[]
310505,capital autorizado,[]
310510,capital por suscribir (db),[]
310515,capital suscrito por cobrar (db),[]
3110,"acciones, cuotas o partes de interes social propias readquiridas (db)",[]
311005,acciones propias readquiridas (db),[]
311010,cuotas o partes de interes social propias readquiridas (db),[]
3115,aportes sociales,[]
311505,cuotas o partes de interes social,[]
311510,aportes de socios - fondo mutuo de inversion,[]
311515,contribucion de la empresa - fondo mutuo de inversion,[]
311520,suscripciones del publico,[]
3120,capital asignado,[]
3125,inversion suplementaria al capital asignado,[]
3130,capital de personas naturales,[]
3135,aportes del estado,[]
3140,fondo social,[]
32,superavit de capital,[]
3205,"prima en colocacion de acciones, cuotas o partes de interes",[]
320505,prima en colocacion de acciones,[]
320510,prima en colocacion de acciones por cobrar (db),[]
320515,prima en colocacion de cuotas o partes de interes social,[]
3210,donaciones,[]
321005,en dinero,[]
321010,en valores mobiliarios,[]
321015,en bienes muebles,[]
321020,en bienes inmuebles,[]
321025,en intangibles,[]
3215,credito mercantil,[]
33,reservas,[]
3305,reservas obligatorias,[]
330505,reserva legal,[]
330510,reservas por disposiciones fiscales,[]
330515,reserva para readquisicion de acciones,[]
330517,reserva para readquisicion de cuotas o partes de interes social,[]
330520,reserva para extension agropecuaria,[]
330525,reserva ley 7a. de 1990,[]
330530,reserva para reposicion de semovientes,[]
330535,reserva ley 4a de 1980,[]
330595,otras,[]
3310,reservas estatutarias,[]
331005,para futuras capitalizaciones,[]
331010,para reposicion de activos,[]
331015,para futuros ensanches,[]
331095,otras,[]
3315,reservas ocasionales,[]
331505,para beneficencia y civismo,[]
331510,para futuras capitalizaciones,[]
331515,para futuros ensanches,[]
331520,para adquisicion o reposicion de propiedades planta y equipo,[]
331525,para investigaciones y desarrollo,[]
331530,para fomento economico,[]
331535,para capital de trabajo,[]
331540,para estabilizacion de rendimientos,[]
331545,a disposicion del maximo organo social,[]
331595,otras,[]
34,revalorizacion del patrimonio,[]
3405,ajustes por inflacion,[]
340505,de capital social,[]
340510,de superavit de capital,[]
340515,de reservas,[]
340520,de resultados de ejercicios anteriores,[]
340525,de activos en periodo improductivo,[]
3410,saneamiento fiscal,[]
3415,ajustes por inflacion decreto 3019 de 1989,[]
35,"dividendos o participaciones decretados en acciones, cuotas o partes de interes social",[]
3505,dividendos decretados en acciones,[]
3510,participaciones decretadas en cuotas o partes de interes social,[]
36,resultados del ejercicio,[]
3605,utilidad del ejercicio,[]
360505,utilidad del ejercicio,[]
360510,utilidad por exposicion a la inflacion,[]
3610,perdida del ejercicio,[]
361005,perdida del ejercicio,[]
361010,perdida por exposicion a la inflacion,[]
37,resultados de ejercicios anteriores,[]
3705,utilidades o excedentes acumulados,[]
3710,perdidas acumuladas,[]
38,superavit por valorizaciones,[]
3805,de inversiones,[]
380505,acciones,[]
380510,cuotas o partes de interes social,[]
380515,derechos fiduciarios,[]
3810,de propiedades planta y equipo,[]
381004,terrenos,[]
381006,materiales proyectos petroleros,[]
381008,construcciones y edificaciones,[]
381012,maquinaria y equipo,[]
381016,equipo de oficina,[]
381020,equipo de computacion y comunicacion,[]
381024,equipo medico cientifico,[]
381028,equipo de hoteles y restaurantes,[]
381032,flota y equipo de transporte,[]
381036,flota y equipo fluvial y/o maritimo,[]
381040,flota y equipo aereo,[]
381044,flota y equipo ferreo,[]
381048,acueductos plantas y redes,[]
381052,armamento de vigilancia,[]
381056,envases y empaques,[]
381060,plantaciones agricolas y forestales,[]
381064,vias de comunicacion,[]
381068,minas y canteras,[]
381072,pozos artesianos,[]
381076,yacimientos,[]
381080,semovientes,[]
3895,de otros activos,[]
389505,bienes de arte y cultura,[]
389510,bienes entregados en comodato,[]
389515,bienes recibidos en pago,[]
389520,inventario de semovientes,[]
4,ingresos,[]
41,operacionales,[]
4105,"agricultura, ganaderia, caza y silvicultura",[]
410505,cultivo de cereales,[]
410510,"cultivos de hortalizas, legumbres y plantas ornamentales",[]
410515,"cultivos de frutas, nueces y plantas aromaticas",[]
410520,cultivo de cafe,[]
410525,cultivo de flores,[]
410530,cultivo de caña de azucar,[]
410535,cultivo de algodon y plantas para material textil,[]
410540,cultivo de banano,[]
410545,otros cultivos agricolas,[]
410550,"cria de ovejas, cabras, asnos, mulas y burdeganos",[]
410555,cria de ganado caballar y vacuno.,[]
410560,produccion avicola,[]
410565,cria de otros animales,[]
410570,servicios agricolas y ganaderos,[]
410575,actividad de caza,[]
410580,actividad de silvicultura,[]
410599,ajustes por inflacion,[]
4110,pesca,[]
411005,actividad de pesca,[]
411010,explotacion de criaderos de peces,[]
411095,actividades conexas,[]
411099,ajustes por inflacion,[]
4115,explotacion de minas y canteras,[]
411505,carbon,[]
411510,petroleo crudo,[]
411512,gas natural,[]
411514,servicios relacionados con extraccion de petroleo y gas,[]
411515,minerales de hierro,[]
411520,minerales metaliferos no ferrosos,[]
411525,"piedra, arena y arcilla",[]
411527,piedras preciosas,[]
411528,oro,[]
411530,otras minas y canteras,[]
411532,prestacion de servicios sector minero,[]
411595,actividades conexas,[]
411599,ajustes por inflacion,[]
4120,industrias manufactureras,[]
412001,produccion y procesamiento de carnes y productos carnicos,[]
412002,productos de pescado,[]
412003,"productos de frutas, legumbres y hortalizas",[]
412004,elaboracion de aceites y grasas,[]
412005,elaboracion de productos lacteos,[]
412006,elaboracion de productos de molineria,[]
412007,elaboracion de almidones y derivados,[]
412008,elaboracion de alimentos para animales,[]
412009,elaboracion de productos para panaderia,[]
412010,elaboracion de azucar y melazas,[]
412011,"elaboracion de cacao, chocolate y confiteria",[]
412012,elaboracion de pastas  y productos farinaceos,[]
412013,elaboracion de productos de cafe,[]
412014,elaboracion de otros productos alimenticios,[]
412015,elaboracion de bebidas alcoholicas y alcohol etilico,[]
412016,elaboracion de vinos,[]
412017,elaboracion de bebidas malteadas y de malta,[]
412018,elaboracion de bebidas no alcoholicas,[]
412019,elaboracion de productos de tabaco,[]
412020,preparacion e hilatura de fibras textiles y tejeduria,[]
412021,acabado de productos textiles,[]
412022,elaboracion de articulos de materiales textiles,[]
412023,elaboracion de tapices y alfombras,[]
412024,"elaboracion de cuerdas, cordeles, bramantes y redes",[]
412025,elaboracion de otros productos textiles,[]
412026,elaboracion de tejidos,[]
412027,elaboracion de prendas de vestir,[]
412028,"preparacion, adobo y teñido de pieles",[]
412029,"curtido, adobo o preparacion de cuero",[]
412030,"elaboracion de maletas, bolsos y similares",[]
412031,elaboracion de calzado,[]
412032,"produccion de madera, articulos de madera y corcho",[]
412033,"elaboracion de pasta y productos de madera, papel y carton",[]
412034,ediciones y publicaciones,[]
412035,impresion,[]
412036,servicios relacionados con la edicion y la impresion,[]
412037,reproduccion de grabaciones,[]
412038,elaboracion de productos de horno de coque,[]
412039,elaboracion de productos de la refinacion de petroleo,[]
412040,elaboracion de sustancias quimicas basicas,[]
412041,elaboracion de abonos y compuestos de nitrogeno,[]
412042,elaboracion de plastico y caucho sintetico,[]
412043,elaboracion de productos quimicos de uso agropecuario,[]
412044,"elaboracion de pinturas, tintas y masillas",[]
412045,elaboracion de productos farmaceuticos y botanicos,[]
412046,"elaboracion de jabones, detergentes y preparados de tocador",[]
412047,elaboracion de otros productos quimicos,[]
412048,elaboracion de fibras,[]
412049,elaboracion de otros productos de caucho,[]
412050,elaboracion de productos de plastico,[]
412051,elaboracion de vidrio y productos de vidrio,[]
412052,"elaboracion de productos de ceramica, loza, piedra, arcilla y porcelana",[]
412053,"elaboracion de cemento, cal y yeso",[]
412054,"elaboracion de articulos de hormigon, cemento y yeso",[]
412055,"corte, tallado y acabado de la piedra",[]
412056,elaboracion de otros productos minerales no metalicos,[]
412057,industrias basicas y fundicion de hierro y acero,[]
412058,productos primarios de metales preciosos y de metales no ferrosos,[]
412059,fundicion de metales no ferrosos,[]
412060,fabricacion de productos metalicos para uso estructural,[]
412061,"forja, prensado, estampado, laminado de metal y pulvimetalurgia",[]
412062,revestimiento de metales y obras de ingenieria mecanica,[]
412063,fabricacion de articulos de ferreteria,[]
412064,elaboracion de otros productos de metal,[]
412065,fabricacion de maquinaria y equipo,[]
412066,fabricacion de equipos de elevacion y manipulacion,[]
412067,elaboracion de aparatos de uso domestico,[]
412068,elaboracion de equipo de oficina,[]
412069,elaboracion de pilas y baterias primarias,[]
412070,elaboracion de equipo de iluminacion,[]
412071,elaboracion de otros tipos de equipo electrico,[]
412072,"fabricacion de equipos de radio, television y comunicaciones",[]
412073,fabricacion de aparatos e instrumentos medicos,[]
412074,fabricacion de instrumentos de medicion y control,[]
412075,fabricacion de instrumentos de optica y equipo fotografico,[]
412076,fabricacion de relojes,[]
412077,fabricacion de vehiculos automotores,[]
412078,fabricacion de carrocerias para automotores,[]
412079,fabricacion de partes piezas y accesorios para automotores,[]
412080,fabricacion y reparacion de buques y otras embarcaciones,[]
412081,fabricacion de locomotoras y material rodante para ferrocarriles,[]
412082,fabricacion de aeronaves,[]
412083,fabricacion de motocicletas,[]
412084,fabricacion de bicicletas y sillas de ruedas,[]
412085,fabricacion de otros tipos de transporte,[]
412086,fabricacion de muebles,[]
412087,fabricacion de joyas y articulos conexos,[]
412088,fabricacion de instrumentos de musica,[]
412089,fabricacion de articulos y equipo para deporte,[]
412090,fabricacion de juegos y juguetes,[]
412091,reciclamiento de desperdicios,[]
412095,productos de otras industrias manufactureras,[]
412099,ajustes por inflacion,[]
4125,"suministro de electricidad, gas y agua",[]
412505,"generacion, captacion y distribucion de energia electrica",[]
412510,fabricacion de gas y distribucion de combustibles gaseosos,[]
412515,"captacion, depuracion y distribucion de agua",[]
412595,actividades conexas,[]
412599,ajustes por inflacion,[]
4130,construccion,[]
413005,preparacion de terrenos,[]
413010,construccion de edificios y obras de ingenieria civil,[]
413015,acondicionamiento de edificios,[]
413020,terminacion de edificaciones,[]
413025,alquiler de equipo con operarios,[]
413095,actividades conexas,[]
413099,ajustes por inflacion,[]
4135,comercio al por mayor y al por menor,[]
413502,venta de vehiculos automotores,[]
413504,"mantenimiento, reparacion y lavado de vehiculos automotores",[]
413506,"venta de partes, piezas y accesorios de vehiculos automotores",[]
413508,"venta de combustibles solidos, liquidos, gaseosos",[]
413510,"venta de lubricantes, aditivos, llantas y lujos para automotores",[]
413512,venta a cambio de retribucion o por contrata,[]
413514,"venta de insumos, materias primas agropecuarias y flores",[]
413516,venta de otros insumos y materias primas no agropecuarias,[]
413518,venta de animales vivos y cueros,[]
413520,venta de productos en almacenes no especializados,[]
413522,venta de productos agropecuarios,[]
413524,"venta de productos textiles, de vestir, de cuero y calzado",[]
413526,venta de papel y carton,[]
413528,"venta de libros, revistas, elementos de papeleria, utiles y textos escolares",[]
413530,"venta de juegos, juguetes y articulos deportivos",[]
413532,venta de instrumentos quirurgicos y ortopedicos,[]
413534,venta de articulos en relojerias y joyerias,[]
413536,venta de electrodomesticos y muebles,[]
413538,"venta de productos de aseo, farmaceuticos, medicinales, y articulos de tocador",[]
413540,"venta de cubiertos, vajillas, cristaleria, porcelanas, ceramicas y otros articulos de uso domestico",[]
413542,"venta de materiales de construccion, fontaneria y calefaccion",[]
413544,venta de pinturas y lacas,[]
413546,venta de productos de vidrios y marqueteria,[]
413548,venta de herramientas y articulos de ferreteria,[]
413550,venta de quimicos,[]
413552,"venta de productos intermedios, desperdicios y desechos",[]
413554,"venta de maquinaria, equipo de oficina y programas de computador",[]
413556,venta de articulos en cacharrerias y miscelaneas,[]
413558,venta de instrumentos musicales,[]
413560,venta de articulos en casas de empeño y prenderias,[]
413562,venta de equipo fotografico,[]
413564,venta de equipo optico y de precision,[]
413566,venta de empaques,[]
413568,venta de equipo profesional y cientifico,[]
413570,"venta de loterias, rifas, chance, apuestas y similares",[]
413572,reparacion de efectos personales y electrodomesticos,[]
413595,venta de otros productos,[]
413599,ajustes por inflacion,[]
4140,hoteles y restaurantes,[]
414005,hoteleria,[]
414010,campamento y otros tipos de hospedaje,[]
414015,restaurantes,[]
414020,bares y cantinas,[]
414095,actividades conexas,[]
414099,ajustes por inflacion,[]
4145,"transporte, almacenamiento y comunicaciones",[]
414505,servicio de transporte por carretera,[]
414510,servicio de transporte por via ferrea,[]
414515,servicio de transporte por via acuatica,[]
414520,servicio de transporte por via aerea,[]
414525,servicio de transporte por tuberias,[]
414530,manipulacion de carga,[]
414535,almacenamiento y deposito,[]
414540,servicios complementarios para el transporte,[]
414545,agencias de viaje,[]
414550,otras agencias de transporte,[]
414555,servicio postal y de correo,[]
414560,servicio telefonico,[]
414565,servicio de telegrafo,[]
414570,servicio de transmision de datos,[]
414575,servicio de radio y television por cable,[]
414580,transmision de sonido e imagenes por contrato,[]
414595,actividades conexas,[]
414599,ajustes por inflacion,[]
4150,actividad financiera,[]
415005,venta de inversiones,[]
415010,dividendos de sociedades anonimas y/o asimiladas,[]
415015,participaciones de sociedades limitadas y/o asimiladas,[]
415020,intereses,[]
415025,reajuste monetario - upac,[]
415030,comisiones,[]
415035,operaciones de descuento,[]
415040,cuotas de inscripcion - consorcios,[]
415045,cuotas de administracion - consorcios,[]
415050,reajuste del sistema - consorcios,[]
415055,eliminacion de suscriptores - consorcios,[]
415060,cuotas de ingreso o retiro - sociedad administradora,[]
415065,servicios a comisionistas,[]
415070,inscripciones y cuotas,[]
415075,recuperacion de garantias,[]
415095,actividades conexas,[]
415099,ajustes por inflacion,[]
4155,"actividades inmobiliarias, empresariales y de alquiler",[]
415505,arrendamientos de bienes inmuebles,[]
415510,inmobiliarias por retribucion o contrata,[]
415515,alquiler equipo de transporte,[]
415520,alquiler maquinaria y equipo,[]
415525,alquiler de efectos personales y enseres domesticos,[]
415530,consultoria en equipo y programas de informatica,[]
415535,procesamiento de datos,[]
415540,mantenimiento y reparacion de maquinaria de oficina,[]
415545,investigaciones cientificas y de desarrollo,[]
415550,actividades empresariales de consultoria,[]
415555,publicidad,[]
415560,dotacion de personal,[]
415565,investigacion y seguridad,[]
415570,limpieza de inmuebles,[]
415575,fotografia,[]
415580,envase y empaque,[]
415585,fotocopiado,[]
415590,mantenimiento y reparacion de maquinaria y equipo,[]
415595,actividades conexas,[]
415599,ajustes por inflacion,[]
4160,enseñanza,[]
416005,actividades relacionadas con la educacion,[]
416095,actividades conexas,[]
416099,ajustes por inflacion,[]
4165,servicios sociales y de salud,[]
416505,servicio hospitalario,[]
416510,servicio medico,[]
416515,servicio odontologico,[]
416520,servicio de laboratorio,[]
416525,actividades veterinarias,[]
416530,actividades de servicios sociales,[]
416595,actividades conexas,[]
416599,ajustes por inflacion,[]
4170,"otras actividades de servicios comunitarios, sociales y personales",[]
417005,eliminacion de desperdicios y aguas residuales,[]
417010,actividades de asociacion,[]
417015,produccion y distribucion de filmes y videocintas,[]
417020,exhibicion de filmes y videocintas,[]
417025,actividad de radio y television,[]
417030,"actividad teatral, musical y artistica",[]
417035,grabacion y produccion de discos,[]
417040,entretenimiento y esparcimiento,[]
417045,agencias de noticias,[]
417050,lavanderias y similares,[]
417055,peluquerias y similares,[]
417060,servicios funerarios,[]
417065,zonas francas,[]
417095,actividades conexas,[]
417099,ajustes por inflacion,[]
4175,"devoluciones, rebajas y descuentos en ventas (db)",[]
417599,ajustes por inflacion,[]
42,no operacionales,[]
4205,otras ventas,[]
420505,materia prima,[]
420510,material de desecho,[]
420515,materiales varios,[]
420520,productos de diversificacion,[]
420525,excedentes de exportacion,[]
420530,envases y empaques,[]
420535,productos agricolas,[]
420540,de propaganda,[]
420545,productos en remate,[]
420550,combustibles y lubricantes,[]
420599,ajustes por inflacion,[]
4210,financieros,[]
421005,intereses,[]
421010,reajuste monetario - upac,[]
421015,descuentos amortizados,[]
421020,diferencia en cambio,[]
421025,financiacion vehiculos,[]
421030,financiacion sistemas de viajes,[]
421035,aceptaciones bancarias,[]
421040,descuentos comerciales condicionados,[]
421045,descuentos bancarios,[]
421050,comisiones cheques de otras plazas,[]
421055,multas y recargos,[]
421060,sanciones cheques devueltos,[]
421095,otros,[]
421099,ajustes por inflacion,[]
4215,dividendos y participaciones,[]
421505,de sociedades anonimas y/o asimiladas,[]
421510,de sociedades limitadas y/o asimiladas,[]
421599,ajustes por inflacion,[]
4220,arrendamientos,[]
422005,terrenos,[]
422010,construcciones y edificios,[]
422015,maquinaria y equipo,[]
422020,equipo de oficina,[]
422025,equipo de computacion y comunicacion,[]
422030,equipo medico - cientifico,[]
422035,equipo de hoteles y restaurantes,[]
422040,flota y equipo de transporte,[]
422045,flota y equipo fluvial y/o maritimo,[]
422050,flota y equipo aereo,[]
422055,flota y equipo ferreo,[]
422060,acueductos plantas y redes,[]
422062,envases y empaques,[]
422065,plantaciones agricolas  y forestales,[]
422070,aerodromos,[]
422075,semovientes,[]
422099,ajustes por inflacion,[]
4225,comisiones,[]
422505,sobre inversiones,[]
422510,de concesionarios,[]
422515,de actividades financieras,[]
422520,por venta de servicios de taller,[]
422525,por venta de seguros,[]
422530,por ingresos para terceros,[]
422535,por distribucion de peliculas,[]
422540,derechos de autor,[]
422545,derechos de programacion,[]
422599,ajustes por inflacion,[]
4230,honorarios,[]
423005,asesorias,[]
423010,asistencia tecnica,[]
423015,administracion de vinculadas,[]
423099,ajustes por inflacion,[]
4235,servicios,[]
423505,de bascula,[]
423510,de transporte,[]
423515,de prensa,[]
423520,administrativos,[]
423525,tecnicos,[]
423530,de computacion,[]
423535,de telefax,[]
423540,taller de vehiculos,[]
423545,de recepcion de aeronaves,[]
423550,de transporte programa gas natural,[]
423555,por contratos,[]
423560,de trillla,[]
423565,de mantenimiento,[]
423570,al personal,[]
423575,de casino,[]
423580,fletes,[]
423585,entre compañias,[]
423595,otros,[]
423599,ajustes por inflacion,[]
4240,utilidad en venta de inversiones,[]
424005,acciones,[]
424010,cuotas o partes de interes social,[]
424015,bonos,[]
424020,cedulas,[]
424025,certificados,[]
424030,papeles comerciales,[]
424035,titulos,[]
424045,derechos fiduciarios,[]
424050,obligatorias,[]
424095,otras,[]
424099,ajustes por inflacion,[]
4245,utilidad en venta de propiedades planta y equipo,[]
424504,terrenos,[]
424506,materiales industria petrolera,[]
424508,construcciones en curso,[]
424512,maquinaria en montaje,[]
424516,construcciones y edificaciones,[]
424520,maquinaria y equipo,[]
424524,equipo de oficina,[]
424528,equipo de computacion y comunicacion,[]
424532,equipo medico - cientifico,[]
424536,equipo de hoteles y restaurantes,[]
424540,flota y equipo de transporte,[]
424544,flota y equipo fluvial y/o maritimo,[]
424548,flota y equipo aereo,[]
424552,flota y equipo ferreo,[]
424556,acueductos plantas y redes,[]
424560,armamento de vigilancia,[]
424562,envases y empaques,[]
424564,plantaciones agricolas  y forestales,[]
424568,vias de comunicacion,[]
424572,minas y canteras,[]
424580,pozos artesianos,[]
424584,yacimientos,[]
424588,semovientes,[]
424599,ajustes por inflacion,[]
4248,utilidad en venta de otros bienes,[]
424805,intangibles,[]
424810,otros activos,[]
424899,ajustes por inflacion,[]
4250,recuperaciones,[]
425005,deudas malas,[]
425010,seguros,[]
425015,reclamos,[]
425020,reintegro por personal en comision,[]
425025,reintegro garantias,[]
425030,descuentos concedidos,[]
425035,reintegro provisiones,[]
425040,gastos bancarios,[]
425045,de depreciacion,[]
425050,reintegro de otros costos y gastos,[]
425099,ajustes por inflacion,[]
4255,indemnizaciones,[]
425505,por siniestro,[]
425510,por suministros,[]
425515,lucro cesante compañias de seguros,[]
425520,daño emergente compañias de seguros,[]
425525,por perdida de mercancia,[]
425530,por incumplimiento de contratos,[]
425535,de terceros,[]
425540,por incapacidades i.s.s.,[]
425595,otras,[]
425599,ajustes por inflacion,[]
4260,participaciones en concesiones,[]
426099,ajustes por inflacion,[]
4265,ingresos de ejercicios anteriores,[]
426599,ajustes por inflacion,[]
4275,"devoluciones, rebajas y descuentos en otras ventas (db)",[]
427599,ajustes por inflacion,[]
4295,diversos,[]
429503,cert,[]
429505,aprovechamientos,[]
429507,auxilios,[]
429509,donaciones,[]
429511,ingresos por investigacion y desarrollo,[]
429513,por trabajos ejecutados,[]
429515,regalias,[]
429517,derivados de las exportaciones,[]
429519,otros ingresos de explotacion,[]
429521,de la actividad ganadera,[]
429525,derechos y licitaciones,[]
429530,ingresos por elementos perdidos,[]
429533,multas y recargos,[]
429535,preavisos descontados,[]
429537,reclamos,[]
429540,recobro de daños,[]
429543,premios,[]
429545,bonificaciones,[]
429547,productos descontados,[]
429549,reconocimientos i.s.s.,[]
429551,excedentes,[]
429553,sobrantes de caja menor,[]
429555,sobrantes en liquidacion fletes,[]
429557,subsidios estatales,[]
429559,capacitacion distribuidores,[]
429561,de escrituracion,[]
429563,registro promesas de venta,[]
429567,"utiles, papeleria y fotocopias",[]
429571,resultados matriculas y traspasos,[]
429573,decoraciones,[]
429575,manejo de carga,[]
429579,historia clinica,[]
429581,ajuste al peso,[]
429583,llamadas telefonicas,[]
429599,ajustes por inflacion,[]
47,ajustes por inflacion,[]
4705,correccion monetaria,[]
470505,inversiones (cr),[]
470510,inventarios (cr),[]
470515,"propiedades, planta y equipo (cr)",[]
470520,intangibles (cr),[]
470525,activos diferidos,[]
470530,otros activos (cr),[]
470535,pasivos sujetos de ajuste,[]
470540,patrimonio,[]
470545,depreciacion acumulada (db),[]
470550,depreciacion diferida (cr),[]
470555,agotamiento acumulado (db),[]
470560,amortizacion acumulada (db),[]
470565,ingresos operacionales (db),[]
470570,ingresos no operacionales (db),[]
470575,gastos operacionales de administracion (cr),[]
470580,gastos operacionales de ventas (cr),[]
470585,gastos no operacionales (cr),[]
470590,compras (cr),[]
470592,costo de ventas (cr),[]
470594,costos de produccion o de operacion (db),[]
5,gastos,[]
51,operacionales de administracion,[]
5105,gastos de personal,[]
510503,salario integral,[]
510506,sueldos,[]
510512,jornales,[]
510515,horas extras y recargos,[]
510518,comisiones,[]
510521,viaticos,[]
510524,incapacidades,[]
510527,auxilio de transporte,[]
510530,cesantias,[]
510533,intereses sobre cesantias,[]
510536,prima de servicios,[]
510539,vacaciones,[]
510542,primas extralegales,[]
510545,auxilios,[]
510548,bonificaciones,[]
510551,dotacion y suministro a trabajadores,[]
510554,seguros,[]
510557,cuotas partes pensiones de jubilacion,[]
510558,amortizacion calculo actuarial pensiones de jubilacion,[]
510559,pensiones de jubilacion,[]
510560,indemnizaciones laborales,[]
510563,capacitacion al personal,[]
510566,gastos deportivos y de recreacion,[]
510568,"aportes a administradoras de riesgosprofesionales, ARL",[]
510569,aportes al i.s.s,[]
510570,aportes a fondos de pensiones y/o cesantias,[]
510572,aportes cajas de compensacion familiar,[]
510575,aportes i.c.b.f.,[]
510578,sena,[]
510581,aportes sindicales,[]
510584,gastos medicos y drogas,[]
510595,otros,[]
510599,ajustes por inflacion,[]
5110,honorarios,[]
511005,junta directiva,[]
511010,revisoria fiscal,[]
511015,auditoria externa,[]
511020,avaluos,[]
511025,asesoria juridica,[]
511030,asesoria financiera,[]
511035,asesoria tecnica,[]
511095,otros,[]
511099,ajustes por inflacion,[]
5115,impuestos,[]
511505,industria y comercio,[]
511510,de timbres,[]
511515,a la propiedad raiz,[]
511520,derechos sobre instrumentos publicos,[]
511525,de valorizacion,[]
511530,de turismo,[]
511535,tasa por utilizacion de puertos,[]
511540,de vehiculos,[]
511545,de espectaculos publicos,[]
511550,cuotas de fomento,[]
511570,iva descontable,[]
511595,otros,[]
511599,ajustes por inflacion,[]
5120,arrendamientos,[]
512005,terrenos,[]
512010,construcciones y edificaciones,[]
512015,maquinaria y equipo,[]
512020,equipo de oficina,[]
512025,equipo de computacion y comunicacion,[]
512030,equipo medico - cientifico,[]
512035,equipo de hoteles y restaurantes,[]
512040,flota y equipo de transporte,[]
512045,flota y equipo fluvial y/o maritimo,[]
512050,flota y equipo aereo,[]
512055,flota y equipo ferreo,[]
512060,acueductos plantas y redes,[]
512065,aerodromos,[]
512070,semovientes,[]
512095,otros,[]
512099,ajustes por inflacion,[]
5125,contribuciones y afiliaciones,[]
512505,contribuciones,[]
512510,afiliaciones y sostenimiento,[]
512599,ajustes por inflacion,[]
5130,seguros,[]
513005,manejo,[]
513010,cumplimiento,[]
513015,corriente debil,[]
513020,vida colectiva,[]
513025,incendio,[]
513030,terremoto,[]
513035,sustraccion y hurto,[]
513040,flota y equipo de transporte,[]
513045,flota y equipo fluvial y/o maritimo,[]
513050,flota y equipo aereo,[]
513055,flota y equipo ferreo,[]
513060,responsabilidad civil y extracontractual,[]
513065,vuelo,[]
513070,rotura de maquinaria,[]
513075,obligatorio accidente de transito,[]
513080,lucro cesante,[]
513095,otros,[]
513099,ajustes por inflacion,[]
5135,servicios,[]
513505,aseo y vigilancia,[]
513510,temporales,[]
513515,asistencia tecnica,[]
513520,procesamiento electronico de datos,[]
513525,acueducto y alcantarillado,[]
513530,energia electrica,[]
513535,telefono,[]
513540,"correo, portes y telegramas",[]
513545,fax y telex,[]
513550,"transporte, fletes y acarreos",[]
513555,gas,[]
513595,otros,[]
513599,ajustes por inflacion,[]
5140,gastos legales,[]
514005,notariales,[]
514010,registro mercantil,[]
514015,tramites y licencias,[]
514020,aduaneros,[]
514025,consulares,[]
514095,otros,[]
514099,ajustes por inflacion,[]
5145,mantenimiento y reparaciones,[]
514505,terrenos,[]
514510,construcciones y edificaciones,[]
514515,maquinaria y equipo,[]
514520,equipo de oficina,[]
