fecha_registro,caja,base,retefuente,iva,reteiva,total,concepto
2022-04-18,003-193-745,2900000,101500,449500,0,3248000,Canon Mensual Arriendo Inmueble^2022-04-01_C18-1N-41^2021-02-01
2022-04-18,003-193-745,0,0,203000,0,203000,Canon Mensual Arriendo Inmueble^2022-05-01_C18-1N-41^2021-02-01
2022-04-19,Efectivo,790000,0,0,0,790000,Canon Mensual Arriendo Inmueble^2022-04-01_A6N-13N-66^2019-04-01
2022-04-19,Efectivo,840000,0,0,0,840000,Canon Mensual Arriendo Inmueble^2022-04-01_A6N-13N-62-S104^2021-08-01
2022-04-19,Efectivo,347000,0,0,0,347000,Canon Mensual Arriendo Inmueble^2022-04-13_A6N-13N-62-S321^1996-08-13
2022-04-19,Efectivo,650000,0,0,0,650000,Canon Mensual Arriendo Inmueble^2022-04-01_A6N-13N-62-S204^2021-09-01
2022-04-19,Efectivo,480000,0,0,0,480000,Canon Mensual Arriendo Inmueble^2022-04-01_A6N-13N-62-S322^2021-01-01
2022-04-19,Efectivo,342000,0,0,0,342000,Canon Mensual Arriendo Inmueble^2022-04-15_A6N-13N-62-S221^2018-06-15
2022-04-19,Efectivo,490000,0,0,0,490000,Canon Mensual Arriendo Inmueble^2022-04-01_A6N-13N-62-S312^2017-06-01
2022-04-20,016-033-722,476000,0,0,0,476000,Canon Mensual Arriendo Inmueble^2022-03-21_A6N-13N-62-S209^2006-03-21
2022-04-21,Efectivo,458000,0,0,0,458000,Canon Mensual Arriendo Inmueble^2022-03-01_A6N-13N-62-S306^2018-06-01
2022-04-22,Efectivo,2000000,0,0,0,2000000,Canon Mensual Arriendo Inmueble^2022-04-01_A6N-13N-68^1999-02-01
2022-04-25,003-193-745,19000,0,0,0,19000,Canon Mensual Arriendo Inmueble^2022-03-01_C18-1N-33^2021-10-01
2022-04-25,003-193-745,931000,0,180500,0,1111500,Canon Mensual Arriendo Inmueble^2022-04-01_C18-1N-33^2021-10-01
2022-04-26,Efectivo,1785000,0,104695,0,1889695,Canon Mensual Arriendo Inmueble^2022-04-01_K1-17-53^2017-06-01
2022-04-26,Efectivo,496000,0,0,0,496000,Canon Mensual Arriendo Inmueble^2022-03-01_A6N-13N-62-S217^2018-12-01
2022-04-26,Efectivo,1190000,0,0,0,1190000,Canon Mensual Arriendo Inmueble^2022-04-01_A6N-13N-62-S101^2021-04-01
2022-04-28,Efectivo,830000,0,0,0,830000,Canon Mensual Arriendo Inmueble^2022-05-01_A6N-13N-62-S201^2021-10-01
2022-04-29,5911012873,1717000,60095,326230,0,1983135,Canon Mensual Arriendo Inmueble^2022-04-15_K1-17-43^2017-07-15
2022-05-02,Efectivo,700000,0,0,0,700000,Canon Mensual Arriendo Inmueble^2022-05-01_A6N-13N-62-S203^2022-04-01
2022-05-02,Efectivo,583000,0,0,0,583000,Canon Mensual Arriendo Inmueble^2022-05-01_A6N-13N-62-S212^2011-09-01
2022-05-02,Efectivo,458000,0,0,0,458000,Canon Mensual Arriendo Inmueble^2022-04-01_A6N-13N-62-S306^2018-06-01
2022-05-02,Efectivo,390000,0,0,0,390000,Canon Mensual Arriendo Inmueble^2022-05-01_A6N-13N-62-S208^2021-10-01
2022-05-02,Efectivo,390000,0,0,0,390000,Canon Mensual Arriendo Inmueble^2022-05-01_A6N-13N-62-S308^2022-03-01
2022-05-02,Efectivo,840000,0,0,0,840000,Canon Mensual Arriendo Inmueble^2022-05-01_A6N-13N-62-S104^2021-08-01
2022-05-03,Efectivo,790000,0,0,0,790000,Canon Mensual Arriendo Inmueble^2022-05-01_A6N-13N-62-S103^2022-05-01
2022-05-03,Efectivo,638000,0,0,0,638000,Canon Mensual Arriendo Inmueble^2022-05-01_A6N-13N-62-S108^2016-12-01
2022-05-03,Efectivo,785000,0,0,0,785000,Canon Mensual Arriendo Inmueble^2022-05-01_A6N-13N-62-S305^2021-02-01
2022-05-04,Efectivo,850000,0,0,0,850000,Canon Mensual Arriendo Inmueble^2022-05-01_A6N-13N-62-S105^2021-09-01
2022-05-04,Efectivo,830000,0,0,0,830000,Canon Mensual Arriendo Inmueble^2022-05-01_A6N-13N-62-S301^2021-08-01
2022-05-05,Efectivo,720000,0,0,0,720000,Canon Mensual Arriendo Inmueble^2022-04-01_A6N-13N-68^1999-02-01
2022-05-05,Efectivo,605000,0,0,0,605000,Canon Mensual Arriendo Inmueble^2022-05-01_A6N-13N-62-S112^2015-04-01
2022-05-05,Efectivo,390000,0,0,0,390000,Canon Mensual Arriendo Inmueble^2022-05-01_A6N-13N-62-S309^2022-03-01
2022-05-05,Efectivo,530000,0,0,0,530000,Canon Mensual Arriendo Inmueble^2022-05-01_A6N-13N-62-S110^2021-09-01
2022-05-05,Efectivo,390000,0,0,0,390000,Canon Mensual Arriendo Inmueble^2022-05-01_A6N-13N-62-S311^2021-11-01
2022-05-05,Efectivo,1000000,0,190000,0,1190000,Canon Mensual Arriendo Inmueble^2022-05-01_C18-1N-39^2022-03-01
2022-05-05,Efectivo,1000000,0,190000,0,1190000,Canon Mensual Arriendo Inmueble^2022-06-01_C18-1N-39^2022-03-01
2022-05-05,Efectivo,700000,0,0,0,700000,Canon Mensual Arriendo Inmueble^2022-05-01_A6N-13N-62-S302^2021-08-01
2022-05-05,Efectivo,470000,0,0,0,470000,Canon Mensual Arriendo Inmueble^2022-05-01_A6N-13N-62-S319^2021-08-01
2022-05-05,Efectivo,1065000,0,0,0,1065000,Canon Mensual Arriendo Inmueble^2022-05-01_A6N-13N-62-O1^2015-01-01
2022-05-05,Efectivo,530000,0,0,0,530000,Canon Mensual Arriendo Inmueble^2022-05-01_A6N-13N-62-S114^2021-09-01
2022-05-05,Efectivo,450000,0,0,0,450000,Canon Mensual Arriendo Inmueble^2022-05-01_A6N-13N-62-S109^2021-07-01
2022-05-06,Efectivo,700000,0,0,0,700000,Canon Mensual Arriendo Inmueble^2022-05-01_A6N-13N-62-S304^2022-04-01
2022-05-06,003-193-745,2450000,85750,465500,0,2829750,Canon Mensual Arriendo Inmueble^2022-04-01_K1-17-57^2001-09-01
2022-05-06,Efectivo,700000,0,0,0,700000,Canon Mensual Arriendo Inmueble^2022-05-01_A6N-13N-62-S303^2022-03-01
2022-05-06,003-193-745,1520000,0,288800,0,1808800,Canon Mensual Arriendo Inmueble^2022-04-01_K1-17-37^2012-02-01
2022-05-06,003-193-745,173250,0,0,0,173250,Canon Mensual Arriendo Inmueble^2022-04-01_K1-17-47^2021-10-01
2022-05-06,003-193-745,1626750,63000,342000,0,1905750,Canon Mensual Arriendo Inmueble^2022-05-01_K1-17-47^2021-10-01
2022-05-09,Efectivo,467000,0,0,0,467000,Canon Mensual Arriendo Inmueble^2022-05-01_A6N-13N-62-S214^2018-10-01
2022-05-09,003-193-745,478000,0,0,0,478000,Canon Mensual Arriendo Inmueble^2022-05-08_A6N-13N-62-S211^2017-03-08
2022-05-09,Efectivo,480000,0,0,0,480000,Canon Mensual Arriendo Inmueble^2022-05-09_A6N-13N-62-S219^2004-02-09
2022-05-09,Efectivo,700000,0,0,0,700000,Canon Mensual Arriendo Inmueble^2022-05-01_A6N-13N-62-S202^2021-10-01
2022-05-10,Efectivo,455000,0,0,0,455000,Canon Mensual Arriendo Inmueble^2022-05-01_A6N-13N-62-S314^2019-06-01
2022-05-11,Efectivo,290000,0,0,0,290000,Canon Mensual Arriendo Inmueble^2022-05-01_A6N-13N-62-S318^2021-08-01
2022-05-11,Efectivo,940000,0,0,0,940000,Canon Mensual Arriendo Inmueble^2022-05-01_A6N-13N-62-S102^2021-10-01
2022-05-11,Efectivo,650000,0,0,0,650000,Canon Mensual Arriendo Inmueble^2022-05-01_A6N-13N-62-S204^2021-09-01
2022-05-12,Efectivo,750000,0,0,0,750000,Canon Mensual Arriendo Inmueble^2022-05-01_A6N-13N-62-S205^2020-08-01
2022-05-12,003-193-745,2900000,101500,348000,0,3146500,Canon Mensual Arriendo Inmueble^2022-05-01_C18-1N-41^2021-02-01
2022-05-12,003-193-745,0,0,304500,0,304500,Canon Mensual Arriendo Inmueble^2022-06-01_C18-1N-41^2021-02-01
2022-05-13,Efectivo,390000,0,0,0,390000,Canon Mensual Arriendo Inmueble^2022-09-01_A6N-13N-62-S317^2022-06-01
2022-05-16,Efectivo,310000,0,0,0,310000,Canon Mensual Arriendo Inmueble^2022-05-01_A6N-13N-62-S315^2019-08-01
2022-05-16,Efectivo,496000,0,0,0,496000,Canon Mensual Arriendo Inmueble^2022-04-01_A6N-13N-62-S217^2018-12-01
2022-05-16,Efectivo,347000,0,0,0,347000,Canon Mensual Arriendo Inmueble^2022-05-13_A6N-13N-62-S321^1996-08-13
2022-05-16,Efectivo,342000,0,0,0,342000,Canon Mensual Arriendo Inmueble^2022-05-15_A6N-13N-62-S221^2018-06-15
2022-05-17,Efectivo,458000,0,0,0,458000,Canon Mensual Arriendo Inmueble^2022-05-01_A6N-13N-62-S306^2018-06-01
2022-05-18,003-193-745,19000,0,0,0,19000,Canon Mensual Arriendo Inmueble^2022-04-01_C18-1N-33^2021-10-01
2022-05-18,003-193-745,931000,0,180500,0,1111500,Canon Mensual Arriendo Inmueble^2022-05-01_C18-1N-33^2021-10-01
2022-05-18,Efectivo,480000,0,0,0,480000,Canon Mensual Arriendo Inmueble^2022-05-01_A6N-13N-62-S322^2021-01-01
2022-05-18,Efectivo,490000,0,0,0,490000,Canon Mensual Arriendo Inmueble^2022-05-01_A6N-13N-62-S312^2017-06-01
2022-05-23,Efectivo,790000,0,0,0,790000,Canon Mensual Arriendo Inmueble^2022-05-01_A6N-13N-66^2019-04-01
2022-05-23,Efectivo,1800000,0,0,0,1800000,Canon Mensual Arriendo Inmueble^2022-05-01_A6N-13N-68^1999-02-01
2022-05-23,016-033-722,476000,0,0,0,476000,Canon Mensual Arriendo Inmueble^2022-04-21_A6N-13N-62-S209^2006-03-21
2022-05-27,Efectivo,1785000,0,339150,0,2124150,Canon Mensual Arriendo Inmueble^2022-05-01_K1-17-53^2017-06-01
2022-06-01,003-193-745,2450000,85750,465500,0,2829750,Canon Mensual Arriendo Inmueble^2022-05-01_K1-17-57^2001-09-01
2022-06-01,Efectivo,570000,0,0,0,570000,Canon Mensual Arriendo Inmueble^2022-06-01_A6N-13N-62-S222^2022-06-01
2022-06-01,Efectivo,583000,0,0,0,583000,Canon Mensual Arriendo Inmueble^2022-06-01_A6N-13N-62-S212^2011-09-01
2022-06-01,Efectivo,390000,0,0,0,390000,Canon Mensual Arriendo Inmueble^2022-06-01_A6N-13N-62-S208^2021-10-01
2022-06-01,Efectivo,1190000,0,0,0,1190000,Canon Mensual Arriendo Inmueble^2022-05-01_A6N-13N-62-S101^2021-04-01
2022-06-02,Efectivo,390000,0,0,0,390000,Canon Mensual Arriendo Inmueble^2022-06-01_A6N-13N-62-S309^2022-03-01
2022-06-03,Efectivo,920000,0,0,0,920000,Canon Mensual Arriendo Inmueble^2022-05-01_A6N-13N-68^1999-02-01
2022-06-03,Efectivo,700000,0,0,0,700000,Canon Mensual Arriendo Inmueble^2022-06-01_A6N-13N-62-S203^2022-04-01
2022-06-03,Efectivo,750000,0,0,0,750000,Canon Mensual Arriendo Inmueble^2022-06-01_A6N-13N-62-S205^2020-08-01
2022-06-03,Efectivo,351000,0,0,0,351000,Canon Mensual Arriendo Inmueble^2022-06-04_A6N-13N-62-S317^2022-06-01
2022-06-03,Efectivo,530000,0,0,0,530000,Canon Mensual Arriendo Inmueble^2022-06-01_A6N-13N-62-S110^2021-09-01
2022-06-03,Efectivo,700000,0,0,0,700000,Canon Mensual Arriendo Inmueble^2022-06-01_A6N-13N-62-S303^2022-03-01
2022-06-03,Efectivo,530000,0,0,0,530000,Canon Mensual Arriendo Inmueble^2022-06-01_A6N-13N-62-S114^2021-09-01
2022-06-03,Efectivo,450000,0,0,0,450000,Canon Mensual Arriendo Inmueble^2022-06-01_A6N-13N-62-S109^2021-07-01
2022-06-06,Efectivo,830000,0,0,0,830000,Canon Mensual Arriendo Inmueble^2022-06-01_A6N-13N-62-S201^2021-10-01
2022-06-06,Efectivo,638000,0,0,0,638000,Canon Mensual Arriendo Inmueble^2022-06-01_A6N-13N-62-S108^2016-12-01
2022-06-06,Efectivo,390000,0,0,0,390000,Canon Mensual Arriendo Inmueble^2022-06-01_A6N-13N-62-S311^2021-11-01
2022-06-06,Efectivo,700000,0,0,0,700000,Canon Mensual Arriendo Inmueble^2022-06-01_A6N-13N-62-S302^2021-08-01
2022-06-06,Efectivo,650000,0,0,0,650000,Canon Mensual Arriendo Inmueble^2022-06-01_A6N-13N-62-S204^2021-09-01
2022-06-06,Efectivo,700000,0,0,0,700000,Canon Mensual Arriendo Inmueble^2022-06-01_A6N-13N-62-S202^2021-10-01
2022-06-07,003-193-745,790000,0,0,0,790000,Canon Mensual Arriendo Inmueble^2022-06-01_A6N-13N-62-S103^2022-05-01
2022-06-07,003-193-745,1520000,0,288800,0,1808800,Canon Mensual Arriendo Inmueble^2022-05-01_K1-17-37^2012-02-01
2022-06-07,003-193-745,19000,0,0,0,19000,Canon Mensual Arriendo Inmueble^2022-05-01_C18-1N-33^2021-10-01
2022-06-07,003-193-745,931000,0,180500,0,1111500,Canon Mensual Arriendo Inmueble^2022-06-01_C18-1N-33^2021-10-01
2022-06-08,Efectivo,850000,0,0,0,850000,Canon Mensual Arriendo Inmueble^2022-06-01_A6N-13N-62-S105^2021-09-01
2022-06-08,Efectivo,290000,0,0,0,290000,Canon Mensual Arriendo Inmueble^2022-06-01_A6N-13N-62-S318^2021-08-01
2022-06-08,Efectivo,830000,0,0,0,830000,Canon Mensual Arriendo Inmueble^2022-06-01_A6N-13N-62-S301^2021-08-01
2022-06-08,Efectivo,480000,0,0,0,480000,Canon Mensual Arriendo Inmueble^2022-06-09_A6N-13N-62-S219^2004-02-09
2022-06-08,Efectivo,470000,0,0,0,470000,Canon Mensual Arriendo Inmueble^2022-06-01_A6N-13N-62-S319^2021-08-01
2022-06-08,003-193-745,173250,0,0,0,173250,Canon Mensual Arriendo Inmueble^2022-05-01_K1-17-47^2021-10-01
2022-06-08,003-193-745,1626750,63000,342000,0,1905750,Canon Mensual Arriendo Inmueble^2022-06-01_K1-17-47^2021-10-01
2022-06-08,003-193-745,2900000,101500,246500,0,3045000,Canon Mensual Arriendo Inmueble^2022-06-01_C18-1N-41^2021-02-01
2022-06-08,003-193-745,0,0,406000,0,406000,Canon Mensual Arriendo Inmueble^2022-07-01_C18-1N-41^2021-02-01
2022-06-08,Efectivo,785000,0,0,0,785000,Canon Mensual Arriendo Inmueble^2022-06-01_A6N-13N-62-S305^2021-02-01
2022-06-09,Efectivo,500000,0,0,0,500000,Canon Mensual Arriendo Inmueble^2022-06-01_A6N-13N-62-S314^2019-06-01
2022-06-09,003-193-745,478000,0,0,0,478000,Canon Mensual Arriendo Inmueble^2022-06-08_A6N-13N-62-S211^2017-03-08
2022-06-09,Efectivo,940000,0,0,0,940000,Canon Mensual Arriendo Inmueble^2022-06-01_A6N-13N-62-S102^2021-10-01
2022-06-13,5911012873,1717000,60095,326230,0,1983135,Canon Mensual Arriendo Inmueble^2022-05-15_K1-17-43^2017-07-15
2022-06-14,Efectivo,790000,0,0,0,790000,Canon Mensual Arriendo Inmueble^2022-06-01_A6N-13N-66^2019-04-01
2022-06-14,Efectivo,700000,0,0,0,700000,Canon Mensual Arriendo Inmueble^2022-06-01_A6N-13N-62-S304^2022-04-01
2022-06-14,Efectivo,840000,0,0,0,840000,Canon Mensual Arriendo Inmueble^2022-06-01_A6N-13N-62-S104^2021-08-01
2022-06-14,Efectivo,370000,0,0,0,370000,Canon Mensual Arriendo Inmueble^2022-06-15_A6N-13N-62-S221^2018-06-15
2022-06-16,Efectivo,530000,0,0,0,530000,Canon Mensual Arriendo Inmueble^2022-06-01_A6N-13N-62-S312^2017-06-01
2022-06-17,Efectivo,480000,0,0,0,480000,Canon Mensual Arriendo Inmueble^2022-06-01_A6N-13N-62-S322^2021-01-01
2022-06-23,Efectivo,310000,0,0,0,310000,Canon Mensual Arriendo Inmueble^2022-06-01_A6N-13N-62-S315^2019-08-01
2022-06-24,016-033-722,476000,0,0,0,476000,Canon Mensual Arriendo Inmueble^2022-05-21_A6N-13N-62-S209^2006-03-21
2022-06-24,Efectivo,300000,0,0,0,300000,Canon Mensual Arriendo Inmueble^2022-05-01_A6N-13N-62-S217^2018-12-01
2022-06-28,Efectivo,108333,0,0,0,108333,Canon Mensual Arriendo Inmueble^2022-06-26_A6N-13N-62-S111^2022-07-01
2022-06-28,Efectivo,572000,0,0,0,572000,Canon Mensual Arriendo Inmueble^2022-07-01_A6N-13N-62-S111^2022-07-01
2022-06-28,Efectivo,1190000,0,0,0,1190000,Canon Mensual Arriendo Inmueble^2022-06-01_A6N-13N-62-S101^2021-04-01
2022-06-29,Efectivo,1350000,0,0,0,1350000,Canon Mensual Arriendo Inmueble^2022-06-01_A6N-13N-68^1999-02-01
2022-06-29,Efectivo,605000,0,0,0,605000,Canon Mensual Arriendo Inmueble^2022-06-01_A6N-13N-62-S112^2015-04-01
2022-06-29,Efectivo,467000,0,0,0,467000,Canon Mensual Arriendo Inmueble^2022-06-01_A6N-13N-62-S214^2018-10-01
2022-06-29,Efectivo,1065000,0,0,0,1065000,Canon Mensual Arriendo Inmueble^2022-06-01_A6N-13N-62-O1^2015-01-01
2022-06-30,Efectivo,1757450,0,366700,0,2124150,Canon Mensual Arriendo Inmueble^2022-06-01_K1-17-53^2017-06-01
2022-06-30,Efectivo,347000,0,0,0,347000,Canon Mensual Arriendo Inmueble^2022-06-13_A6N-13N-62-S321^1996-08-13
2022-07-01,Efectivo,583000,0,0,0,583000,Canon Mensual Arriendo Inmueble^2022-07-01_A6N-13N-62-S212^2011-09-01
2022-07-01,Efectivo,700000,0,0,0,700000,Canon Mensual Arriendo Inmueble^2022-07-01_A6N-13N-62-S303^2022-03-01
2022-07-01,Efectivo,390000,0,0,0,390000,Canon Mensual Arriendo Inmueble^2022-07-01_A6N-13N-62-S308^2022-07-01
2022-07-01,Efectivo,530000,0,0,0,530000,Canon Mensual Arriendo Inmueble^2022-07-01_A6N-13N-62-S114^2021-09-01
2022-07-01,Efectivo,390000,0,0,0,390000,Canon Mensual Arriendo Inmueble^2022-07-01_A6N-13N-62-S310^2022-07-01
2022-07-05,Efectivo,700000,0,0,0,700000,Canon Mensual Arriendo Inmueble^2022-07-01_A6N-13N-62-S304^2022-04-01
2022-07-05,Efectivo,530000,0,0,0,530000,Canon Mensual Arriendo Inmueble^2022-07-01_A6N-13N-62-S110^2021-09-01
2022-07-05,Efectivo,570000,0,0,0,570000,Canon Mensual Arriendo Inmueble^2022-07-01_A6N-13N-62-S222^2022-06-01
2022-07-05,Efectivo,940000,0,0,0,940000,Canon Mensual Arriendo Inmueble^2022-07-01_A6N-13N-62-S102^2021-10-01
2022-07-05,003-193-745,390000,0,0,0,390000,Canon Mensual Arriendo Inmueble^2022-07-01_A6N-13N-62-S208^2021-10-01
2022-07-05,Efectivo,502000,0,0,0,502000,Canon Mensual Arriendo Inmueble^2022-07-01_A6N-13N-62-S109^2021-07-01
2022-07-06,Efectivo,830000,0,0,0,830000,Canon Mensual Arriendo Inmueble^2022-07-01_A6N-13N-62-S201^2021-10-01
2022-07-06,Efectivo,700000,0,0,0,700000,Canon Mensual Arriendo Inmueble^2022-07-01_A6N-13N-62-S203^2022-04-01
2022-07-06,Efectivo,750000,0,0,0,750000,Canon Mensual Arriendo Inmueble^2022-07-01_A6N-13N-62-S205^2020-08-01
2022-07-07,Efectivo,850000,0,0,0,850000,Canon Mensual Arriendo Inmueble^2022-07-01_A6N-13N-62-S105^2021-09-01
2022-07-07,Efectivo,638000,0,0,0,638000,Canon Mensual Arriendo Inmueble^2022-07-01_A6N-13N-62-S108^2016-12-01
2022-07-07,Efectivo,390000,0,0,0,390000,Canon Mensual Arriendo Inmueble^2022-07-01_A6N-13N-62-S311^2021-11-01
2022-07-08,Efectivo,1370000,0,0,0,1370000,Canon Mensual Arriendo Inmueble^2022-06-01_A6N-13N-68^1999-02-01
2022-07-08,Efectivo,390000,0,0,0,390000,Canon Mensual Arriendo Inmueble^2022-07-01_A6N-13N-62-S317^2022-06-01
2022-07-08,Efectivo,390000,0,0,0,390000,Canon Mensual Arriendo Inmueble^2022-07-01_A6N-13N-62-S309^2022-03-01
2022-07-08,003-193-745,2450000,85750,465500,0,2829750,Canon Mensual Arriendo Inmueble^2022-06-01_K1-17-57^2001-09-01
2022-07-08,Efectivo,480000,0,0,0,480000,Canon Mensual Arriendo Inmueble^2022-07-09_A6N-13N-62-S219^2004-02-09
2022-07-08,Efectivo,1000000,0,190000,0,1190000,Canon Mensual Arriendo Inmueble^2022-07-01_C18-1N-39^2022-03-01
2022-07-08,003-193-745,1520000,0,288800,0,1808800,Canon Mensual Arriendo Inmueble^2022-06-01_K1-17-37^2012-02-01
2022-07-08,Efectivo,785000,0,0,0,785000,Canon Mensual Arriendo Inmueble^2022-07-01_A6N-13N-62-S305^2021-02-01
2022-07-11,Efectivo,500000,0,0,0,500000,Canon Mensual Arriendo Inmueble^2022-07-01_A6N-13N-62-S314^2019-06-01
2022-07-11,Efectivo,290000,0,0,0,290000,Canon Mensual Arriendo Inmueble^2022-07-01_A6N-13N-62-S318^2021-08-01
2022-07-11,Efectivo,830000,0,0,0,830000,Canon Mensual Arriendo Inmueble^2022-07-01_A6N-13N-62-S301^2021-08-01
2022-07-11,003-193-745,478000,0,0,0,478000,Canon Mensual Arriendo Inmueble^2022-07-08_A6N-13N-62-S211^2017-03-08
2022-07-11,Efectivo,470000,0,0,0,470000,Canon Mensual Arriendo Inmueble^2022-07-01_A6N-13N-62-S319^2021-08-01
2022-07-11,Efectivo,700000,0,0,0,700000,Canon Mensual Arriendo Inmueble^2022-07-01_A6N-13N-62-S202^2021-10-01
2022-07-13,Efectivo,840000,0,0,0,840000,Canon Mensual Arriendo Inmueble^2022-07-01_A6N-13N-62-S104^2021-08-01
2022-07-13,Efectivo,650000,0,0,0,650000,Canon Mensual Arriendo Inmueble^2022-07-01_A6N-13N-62-S204^2021-09-01
2022-07-14,Efectivo,347000,0,0,0,347000,Canon Mensual Arriendo Inmueble^2022-07-13_A6N-13N-62-S321^1996-08-13
2022-07-14,5911012873,1717000,60095,326230,0,1983135,Canon Mensual Arriendo Inmueble^2022-06-15_K1-17-43^2017-07-15
2022-07-14,5911012873,0,0,231000,0,231000,Canon Mensual Arriendo Inmueble^2022-07-15_K1-17-43^2017-07-15
2022-07-14,003-193-745,173250,0,0,0,173250,Canon Mensual Arriendo Inmueble^2022-06-01_K1-17-47^2021-10-01
2022-07-14,003-193-745,1433230,63000,342000,0,1712230,Canon Mensual Arriendo Inmueble^2022-07-01_K1-17-47^2021-10-01
2022-07-14,Efectivo,193250,0,0,0,193250,Canon Mensual Arriendo Inmueble^2022-07-01_K1-17-47^2021-10-01
2022-07-15,Efectivo,790000,0,0,0,790000,Canon Mensual Arriendo Inmueble^2022-07-01_A6N-13N-66^2019-04-01
2022-07-15,Efectivo,370000,0,0,0,370000,Canon Mensual Arriendo Inmueble^2022-07-15_A6N-13N-62-S221^2018-06-15
2022-07-18,003-193-745,19000,0,0,0,19000,Canon Mensual Arriendo Inmueble^2022-06-01_C18-1N-33^2021-10-01
2022-07-18,003-193-745,931000,0,180500,0,1111500,Canon Mensual Arriendo Inmueble^2022-07-01_C18-1N-33^2021-10-01
2022-07-18,Efectivo,530000,0,0,0,530000,Canon Mensual Arriendo Inmueble^2022-07-01_A6N-13N-62-S312^2017-06-01
2022-07-19,Efectivo,467000,0,0,0,467000,Canon Mensual Arriendo Inmueble^2022-07-01_A6N-13N-62-S214^2018-10-01
2022-07-21,Efectivo,480000,0,0,0,480000,Canon Mensual Arriendo Inmueble^2022-07-01_A6N-13N-62-S322^2021-01-01
2022-07-22,Efectivo,196000,0,0,0,196000,Canon Mensual Arriendo Inmueble^2022-05-01_A6N-13N-62-S217^2018-12-01
2022-07-22,Efectivo,204000,0,0,0,204000,Canon Mensual Arriendo Inmueble^2022-06-01_A6N-13N-62-S217^2018-12-01
2022-07-25,Efectivo,2000000,0,0,0,2000000,Canon Mensual Arriendo Inmueble^2022-07-01_A6N-13N-68^1999-02-01
2022-07-25,Efectivo,605000,0,0,0,605000,Canon Mensual Arriendo Inmueble^2022-07-01_A6N-13N-62-S112^2015-04-01
2022-07-25,016-033-722,476000,0,0,0,476000,Canon Mensual Arriendo Inmueble^2022-06-21_A6N-13N-62-S209^2006-03-21
2022-07-25,Efectivo,700000,0,0,0,700000,Canon Mensual Arriendo Inmueble^2022-07-01_A6N-13N-62-S302^2021-08-01
2022-07-25,Efectivo,1065000,0,0,0,1065000,Canon Mensual Arriendo Inmueble^2022-07-01_A6N-13N-62-O1^2015-01-01
2022-07-26,003-193-745,790000,0,0,0,790000,Canon Mensual Arriendo Inmueble^2022-07-01_A6N-13N-62-S103^2022-05-01
2022-07-27,Efectivo,1190000,0,0,0,1190000,Canon Mensual Arriendo Inmueble^2022-07-01_A6N-13N-62-S101^2021-04-01
2022-08-01,Efectivo,583000,0,0,0,583000,Canon Mensual Arriendo Inmueble^2022-08-01_A6N-13N-62-S212^2011-09-01
2022-08-01,Efectivo,700000,0,0,0,700000,Canon Mensual Arriendo Inmueble^2022-08-01_A6N-13N-62-S202^2021-10-01
2022-08-02,Efectivo,700000,0,0,0,700000,Canon Mensual Arriendo Inmueble^2022-08-01_A6N-13N-62-S203^2022-04-01
2022-08-02,Efectivo,390000,0,0,0,390000,Canon Mensual Arriendo Inmueble^2022-08-01_A6N-13N-62-S311^2021-11-01
2022-08-02,Efectivo,700000,0,0,0,700000,Canon Mensual Arriendo Inmueble^2022-08-01_A6N-13N-62-S303^2022-03-01
2022-08-03,Efectivo,720000,0,0,0,720000,Canon Mensual Arriendo Inmueble^2022-07-01_A6N-13N-68^1999-02-01
2022-08-03,Efectivo,830000,0,0,0,830000,Canon Mensual Arriendo Inmueble^2022-08-01_A6N-13N-62-S201^2021-10-01
2022-08-03,003-193-745,2450000,85750,465500,0,2829750,Canon Mensual Arriendo Inmueble^2022-07-01_K1-17-57^2001-09-01
2022-08-03,Efectivo,572000,0,0,0,572000,Canon Mensual Arriendo Inmueble^2022-08-01_A6N-13N-62-S111^2022-07-01
2022-08-03,Efectivo,78000,0,0,0,78000,Canon Mensual Arriendo Inmueble^2022-07-01_A6N-13N-62-S111^2022-07-01
2022-08-03,Efectivo,780000,0,0,0,780000,Canon Mensual Arriendo Inmueble^2022-08-01_A6N-13N-62-S302^2021-08-01
2022-08-03,Efectivo,530000,0,0,0,530000,Canon Mensual Arriendo Inmueble^2022-08-01_A6N-13N-62-S114^2021-09-01
2022-08-04,Efectivo,390000,0,0,0,390000,Canon Mensual Arriendo Inmueble^2022-08-01_A6N-13N-62-S317^2022-06-01
2022-08-04,Efectivo,840000,0,0,0,840000,Canon Mensual Arriendo Inmueble^2022-08-01_A6N-13N-62-S104^2021-08-01
2022-08-04,003-193-745,173520,0,0,0,173520,Canon Mensual Arriendo Inmueble^2022-07-01_K1-17-47^2021-10-01
2022-08-04,003-193-745,1626480,63000,342000,0,1905480,Canon Mensual Arriendo Inmueble^2022-08-01_K1-17-47^2021-10-01
2022-08-04,Efectivo,390000,0,0,0,390000,Canon Mensual Arriendo Inmueble^2022-08-01_A6N-13N-62-S310^2022-07-01
2022-08-05,003-193-745,790000,0,0,0,790000,Canon Mensual Arriendo Inmueble^2022-08-01_A6N-13N-62-S103^2022-05-01
2022-08-05,Efectivo,700000,0,0,0,700000,Canon Mensual Arriendo Inmueble^2022-08-01_A6N-13N-62-S304^2022-04-01
2022-08-05,Efectivo,530000,0,0,0,530000,Canon Mensual Arriendo Inmueble^2022-08-01_A6N-13N-62-S110^2021-09-01
